Gene ID,Intron Length,Exon Length
Cre02.g108250,11354,3764
Cre14.g620100,184,3437
Cre09.g393876,4010,2050
Cre02.g078350,10491,4916
Cre12.g504350,6346,2373
Cre08.g365825,33056,9464
Cre08.g374050,3246,2328
Cre06.g258051,2449,2367
Cre02.g119950,3210,2768
Cre09.g400300,412,4077
Cre06.g254250,3830,1990
Cre09.g387100,4060,1386
Cre17.g716000,4046,2950
Cre12.g500250,4527,1484
Cre10.g449127,143,1438
Cre07.g349300,3224,3277
Cre17.g738250,2407,1112
Cre06.g307700,2978,3902
Cre08.g370750,18294,17217
Cre10.g438000,1049,2629
Cre17.g717350,2727,3023
Cre11.g480650,3015,2346
Cre16.g676537,630,2601
Cre12.g537000,1642,1518
Cre12.g537550,6033,1630
Cre12.g507909,537,7284
Cre09.g402812,2827,1723
Cre09.g415700,669,1399
Cre10.g425800,5520,1770
Cre09.g387550,1740,2661
Cre08.g385100,3128,1186
Cre01.g012300,4027,1813
Cre10.g448450,7837,3256
Cre07.g355300,3561,3113
Cre16.g676533,71041,19423
Cre13.g589000,361,910
Cre03.g211073,6785,4495
Cre12.g493050,2358,3143
Cre03.g176150,326,1484
Cre13.g582050,3233,1780
Cre07.g335226,1022,3329
Cre07.g357400,2219,2742
Cre09.g397512,2893,2926
Cre02.g110600,4024,2501
Cre03.g179820,846,241
Cre03.g146547,179,1943
Cre04.g227526,2768,2462
Cre17.g697000,8650,3980
Cre21.g752197,205,3986
Cre09.g390541,4297,2745
Cre09.g394991,2335,5636
Cre10.g442600,17987,9608
Cre07.g345200,953,2522
Cre09.g388800,2941,1850
Cre09.g388801,9600,3715
Cre03.g203121,4217,2726
Cre12.g549200,3328,3053
Cre12.g544327,6765,6705
Cre09.g404552,0,0
Cre06.g267150,4639,1492
Cre03.g207750,30599,16222
Cre18.g748097,2164,1213
Cre17.g741700,1752,6869
Cre06.g286000,5612,2660
Cre12.g526111,5515,1168
Cre10.g465101,384,1077
Cre09.g407900,3747,2534
Cre01.g055600,7877,8384
Cre09.g413050,6082,4499
Cre06.g256350,7918,2708
Cre14.g618100,8887,3379
Cre08.g366850,550,4292
Cre02.g101050,3496,3375
Cre03.g153200,7826,4769
Cre06.g311550,5440,5103
Cre14.g626466,13560,4244
Cre03.g188750,3472,2969
Cre12.g497750,1219,2021
Cre02.g105750,0,0
Cre16.g662000,1580,2832
Cre07.g335000,9891,14367
Cre03.g168300,1286,1984
Cre16.g677250,4954,2208
Cre08.g371400,6888,3180
Cre06.g279500,1655,2387
Cre03.g194000,2282,2848
Cre11.g478850,2093,1580
Cre07.g331500,3936,1988
Cre07.g347300,3242,1978
Cre12.g536200,4640,3758
Cre32.g758597,599,2652
Cre03.g146227,8227,7356
Cre12.g526230,3005,1373
Cre05.g242300,4079,2392
Cre12.g536750,1003,2234
Cre09.g386161,2537,1254
Cre13.g566800,2807,2156
Cre09.g410700,6485,2976
Cre08.g368200,2903,2323
Cre05.g232305,1899,1872
Cre06.g257750,649,3122
Cre12.g535950,8488,3263
Cre03.g162000,1990,2010
Cre10.g456226,0,0
Cre13.g588750,8877,3287
Cre17.g712200,15495,11768
Cre02.g089237,30028,7866
Cre07.g356200,7568,6739
Cre10.g423400,10330,3953
Cre10.g423150,220,2321
Cre16.g682850,469,3146
Cre03.g177826,1222,1030
Cre10.g426650,12550,3307
Cre16.g672150,5462,3362
Cre17.g699400,1289,2342
Cre09.g393247,1755,3956
Cre03.g170300,9453,10275
Cre15.g636840,0,0
Cre03.g164150,1093,1378
Cre02.g120200,3993,1955
Cre07.g325756,4069,6682
Cre07.g343400,15607,5611
Cre13.g582713,0,0
Cre17.g718950,3710,2778
Cre09.g387950,4119,5522
Cre09.g395925,108,3223
Cre13.g585050,17643,5552
Cre17.g705150,1567,3932
Cre03.g197400,1389,3930
Cre15.g640850,3556,4467
Cre16.g654150,551,3680
Cre10.g461350,1624,1625
Cre03.g155051,7131,2316
Cre09.g397216,4819,3034
Cre03.g152550,6666,7285
Cre03.g152000,2344,4937
Cre11.g467900,2698,1689
Cre11.g467698,3405,3161
Cre11.g467674,943,5848
Cre11.g467675,3732,6309
Cre11.g467672,5292,3125
Cre11.g467673,3649,6374
Cre11.g467670,16969,3797
Cre11.g467671,1842,2457
Cre02.g099750,22674,11775
Cre13.g607100,23088,10806
Cre09.g404550,4406,2117
Cre12.g494250,5411,2786
Cre11.g467678,10082,9436
Cre12.g494252,2479,1832
Cre01.g004157,8463,10198
Cre13.g581801,1403,2608
Cre10.g419700,1521,1742
Cre04.g213500,4874,2011
Cre17.g734564,7471,3792
Cre13.g564766,13076,5227
Cre11.g477500,3424,2193
Cre15.g643499,0,0
Cre07.g319750,2083,2358
Cre12.g514550,14169,6867
Cre03.g181250,1689,1725
Cre02.g103750,789,3141
Cre17.g704550,4207,1699
Cre16.g686800,6459,3356
Cre14.g625200,3596,5497
Cre07.g312800,7453,7964
Cre01.g037476,1383,841
Cre03.g189000,9767,4262
Cre11.g482250,1801,1944
Cre02.g095101,2580,6881
Cre11.g482700,5147,2492
Cre11.g476450,2733,3438
Cre17.g743288,10181,4413
Cre17.g715850,1651,4180
Cre17.g709651,4042,2677
Cre11.g476900,4469,1465
Cre09.g390400,2853,2138
Cre04.g212401,8064,2882
Cre07.g317750,10879,4227
Cre11.g467693,8729,5074
Cre09.g395650,3583,1578
Cre04.g212400,4580,2975
Cre14.g630600,0,0
Cre11.g467694,2208,1928
Cre14.g630350,2927,1807
Cre12.g554116,5070,3638
Cre12.g533800,2668,1935
Cre06.g262550,0,0
Cre10.g421000,2035,3266
Cre06.g275500,5755,4155
Cre15.g635400,1865,1762
Cre16.g673200,4352,2995
Cre08.g373050,14399,9461
Cre08.g383550,5314,2417
Cre16.g673204,4623,2053
Cre01.g015200,11943,5382
Cre04.g213873,1267,6484
Cre06.g270276,1615,1211
Cre17.g743130,623,3088
Cre14.g613350,4890,1930
Cre06.g250700,58336,15576
Cre02.g102750,2745,2726
Cre13.g587750,9807,2842
Cre07.g320550,6212,2468
Cre02.g083400,3432,3149
Cre12.g492954,8247,3531
Cre17.g741900,30100,9499
Cre06.g261450,3001,1313
Cre12.g492950,1559,3564
Cre04.g214200,19912,7267
Cre08.g367950,11787,6334
Cre03.g206700,9130,5510
Cre09.g397250,2156,3058
Cre03.g162250,1733,1577
Cre03.g162701,6859,11661
Cre02.g108400,474,984
Cre17.g703000,1935,3141
Cre07.g325500,1809,5261
Cre03.g176930,2785,1108
Cre12.g504100,4721,1629
Cre06.g272550,1131,1950
Cre13.g604450,1843,8318
Cre12.g530200,167,944
Cre09.g395213,397,782
Cre06.g300500,15525,6445
Cre17.g737702,20435,7864
Cre16.g652250,2744,1919
Cre02.g092700,931,2302
Cre16.g652700,1931,4010
Cre03.g193250,518,1590
Cre06.g284700,4008,3203
Cre01.g000700,7256,3709
Cre16.g681000,534,2156
Cre02.g116450,1157,1454
Cre16.g681550,5798,4524
Cre14.g633950,1995,1525
Cre01.g023800,9015,8637
Cre08.g366700,441,3443
Cre05.g244300,1003,6066
Cre06.g283975,0,0
Cre14.g608850,1242,2089
Cre04.g220076,0,0
Cre12.g549852,3454,1391
Cre03.g169050,1617,2044
Cre12.g549850,418,3643
Cre03.g207650,2538,1402
Cre06.g280450,10039,4398
Cre02.g107213,327,1813
Cre06.g281400,2274,2367
Cre09.g401775,0,0
Cre12.g503650,1838,1523
Cre05.g247650,4981,10902
Cre16.g655950,52749,18003
Cre01.g032800,2809,3248
Cre07.g317800,38537,8483
Cre15.g640450,3165,2988
Cre03.g205600,1519,1872
Cre07.g316400,1861,1817
Cre01.g039850,7700,2963
Cre09.g391430,443,1268
Cre01.g028713,264,3607
Cre24.g755647,7197,2672
Cre11.g480250,22917,6162
Cre16.g683954,0,0
Cre14.g631000,3815,3690
Cre02.g110850,1684,3418
Cre12.g559400,15464,6718
Cre03.g201776,2394,1639
Cre14.g631550,6265,2439
Cre02.g106050,1714,3657
Cre01.g040533,0,0
Cre12.g552450,1472,727
Cre08.g368400,2529,2818
Cre10.g446250,1977,5194
Cre16.g674000,3838,1766
Cre11.g468900,2650,2421
Cre12.g521336,0,0
Cre08.g364751,3438,13530
Cre11.g479150,13455,7799
Cre08.g378601,2175,588
Cre03.g203950,800,1723
Cre11.g475100,2211,1017
Cre07.g342650,4875,4757
Cre06.g301900,22564,16889
Cre07.g323250,1713,1807
Cre16.g684450,7957,5505
Cre02.g141326,522,769
Cre07.g343300,8671,5280
Cre06.g276400,605,2779
Cre08.g378417,4698,1938
Cre12.g487300,6843,3714
Cre16.g687182,7641,3661
Cre12.g529651,1701,1059
Cre03.g203750,10411,3415
Cre01.g018800,1153,2447
Cre05.g233950,1749,1085
Cre01.g013850,3033,1574
Cre06.g268200,1754,1596
Cre17.g740510,4959,4389
Cre06.g303850,1309,2332
Cre12.g534050,2837,3408
Cre06.g299950,1102,5459
Cre10.g438250,747,4254
Cre14.g624125,4841,2773
Cre09.g405400,1763,1020
Cre10.g450300,710,2564
Cre04.g217953,8481,4853
Cre03.g161500,1096,1370
Cre16.g680200,9279,4027
Cre10.g425650,3135,1365
Cre02.g083300,1867,2603
Cre04.g217954,4427,8874
Cre14.g608700,8962,3481
Cre16.g680750,4176,2759
Cre17.g700000,461,1877
Cre04.g217955,5742,3135
Cre09.g386756,2933,1502
Cre08.g382560,9862,2937
Cre09.g386754,215,1446
Cre03.g209841,1991,997
Cre09.g386752,483,1018
Cre02.g080300,7722,5084
Cre16.g683400,4601,2577
Cre09.g386751,1497,1367
Cre12.g503900,311,1264
Cre02.g080650,8367,3173
Cre12.g500300,1359,2802
Cre09.g386758,8192,2607
Cre05.g241500,914,2177
Cre17.g734821,1689,791
Cre02.g098400,9411,3383
Cre01.g049250,237,3484
Cre01.g006576,190,3991
Cre08.g363400,1151,2974
Cre14.g609030,6292,1190
Cre16.g668650,5297,2710
Cre02.g081650,3622,3269
Cre02.g147450,2156,3636
Cre03.g179650,3510,3052
Cre17.g704850,2560,1284
Cre03.g179300,62080,15295
Cre09.g409728,0,0
Cre07.g337400,0,0
Cre12.g515700,1404,2690
Cre16.g692901,8088,2291
Cre16.g692900,636,2870
Cre16.g692902,15836,6628
Cre02.g087150,7509,3343
Cre10.g463850,7217,3472
Cre06.g289050,3566,3341
Cre03.g185800,4592,2442
Cre09.g391356,25974,13295
Cre12.g544400,2246,4393
Cre12.g544401,2814,1995
Cre09.g391352,6930,4054
Cre12.g545800,2639,4482
Cre01.g067282,4011,3055
Cre05.g240350,3644,2966
Cre13.g584050,1585,1222
Cre02.g083700,456,5881
Cre16.g695550,6811,3051
Cre02.g084176,0,0
Cre12.g545750,3887,2487
Cre12.g545752,4324,1207
Cre12.g511750,630,1496
Cre20.g751497,725,648
Cre09.g389750,328,2243
Cre09.g399775,0,0
Cre03.g190650,9065,5619
Cre16.g690509,1513,2328
Cre10.g417426,1711,1626
Cre12.g486300,867,1203
Cre06.g259401,4120,2001
Cre07.g328000,5026,3850
Cre16.g654700,20256,9964
Cre16.g690500,505,1406
Cre01.g036000,975,3617
Cre16.g690506,11935,5128
Cre14.g634322,0,0
Cre08.g362150,7068,9753
Cre13.g592500,5622,1942
Cre03.g187950,12048,4345
Cre16.g658850,4482,2380
Cre09.g397179,2428,2910
Cre02.g141606,43386,13289
Cre17.g738900,2467,1739
Cre02.g141600,3284,3177
Cre06.g302100,5560,2544
Cre03.g208385,0,0
Cre17.g738800,1674,2687
Cre06.g306150,10425,3935
Cre17.g733300,2652,4129
Cre06.g249700,4418,2450
Cre17.g733650,6324,1593
Cre14.g627477,2742,1759
Cre13.g562326,276,806
Cre03.g157725,76,1415
Cre09.g415150,1445,2576
Cre06.g305450,6119,4081
Cre14.g626250,2379,1233
Cre17.g730300,419,2552
Cre17.g734350,13466,5814
Cre03.g193050,1153,2008
Cre17.g730650,13489,6315
Cre15.g634582,5331,3120
Cre16.g676645,1369,1342
Cre16.g676314,597,1705
Cre02.g101500,8123,2828
Cre02.g147600,942,6385
Cre02.g147850,3409,3324
Cre12.g537611,962,1497
Cre17.g731650,1741,1092
Cre08.g359600,2749,5229
Cre16.g667150,2299,1132
Cre04.g222100,7574,3083
Cre08.g362750,2330,1798
Cre08.g362200,6926,5697
Cre16.g685800,6384,3109
Cre01.g053050,969,1142
Cre02.g141466,8346,3338
Cre01.g005001,871,1530
Cre03.g178300,806,2045
Cre17.g737150,943,3436
Cre01.g045426,92,579
Cre08.g385951,1390,4584
Cre22.g753997,285,3115
Cre17.g699650,920,2171
Cre09.g416583,3083,1913
Cre08.g364550,6944,5798
Cre09.g391986,2287,4194
Cre03.g202673,5541,4155
Cre16.g666150,4859,2264
Cre13.g578150,3019,1345
Cre16.g666400,704,2477
Cre01.g010000,2150,2015
Cre01.g010550,23614,5819
Cre05.g240800,1885,1748
Cre03.g174300,659,1585
Cre03.g176866,15389,2739
Cre02.g085550,541,2384
Cre12.g537800,2699,1139
Cre12.g507950,5061,2555
Cre06.g278159,442,3029
Cre13.g587500,15141,6318
Cre06.g268950,1710,5781
Cre12.g541050,3415,3217
Cre05.g239800,18491,6907
Cre08.g373840,2034,752
Cre14.g623750,8070,3036
Cre06.g264900,0,0
Cre12.g502350,3424,3577
Cre06.g278550,1059,2762
Cre04.g221550,4378,4182
Cre06.g283600,3481,1092
Cre04.g230830,4121,2305
Cre16.g691100,7284,1437
Cre16.g691103,377,1771
Cre01.g037200,366,1255
Cre17.g709400,4319,5416
Cre04.g220850,4936,3422
Cre06.g273000,2240,764
Cre17.g703850,6499,3609
Cre16.g659100,2480,2161
Cre09.g393210,1725,1400
Cre01.g062902,3178,1243
Cre13.g577352,2093,6568
Cre10.g419950,4371,3210
Cre15.g643391,0,0
Cre15.g643390,99,3122
Cre15.g643393,0,0
Cre15.g643392,499,2526
Cre15.g639000,5248,4959
Cre15.g643394,0,0
Cre10.g462816,1868,2413
Cre12.g519700,3345,1793
Cre16.g663650,2545,1066
Cre01.g009800,3461,2298
Cre07.g330150,1535,2799
Cre04.g217850,6552,6838
Cre06.g272750,334,877
Cre06.g294250,6964,4209
Cre17.g698299,6111,3753
Cre09.g393173,1573,1062
Cre12.g550600,733,2008
Cre03.g197600,1053,4124
Cre11.g476026,1581,1790
Cre07.g326400,3466,1595
Cre12.g550350,23441,10620
Cre12.g539161,0,0
Cre07.g342402,115,1476
Cre01.g038950,1024,899
Cre14.g621200,1889,2746
Cre03.g144707,9038,2883
Cre02.g146950,4267,2164
Cre06.g286800,1253,1545
Cre12.g484300,537,798
Cre12.g528350,723,2569
Cre10.g433700,49464,23646
Cre12.g531750,2180,1941
Cre12.g553550,1512,2881
Cre02.g143350,12735,5941
Cre01.g027800,2283,1988
Cre03.g197950,0,0
Cre08.g369720,31044,10542
Cre15.g636450,2986,4174
Cre08.g369050,2128,1570
Cre02.g143352,327,2344
Cre12.g485438,347,2864
Cre05.g242950,4581,1858
Cre10.g455300,0,0
Cre23.g754697,2051,4412
Cre06.g291150,2252,3282
Cre16.g674250,3808,1383
Cre12.g521100,1030,1781
Cre03.g188600,1030,2081
Cre07.g337200,0,0
Cre17.g735550,1208,4691
Cre12.g534876,0,0
Cre01.g011200,2731,1336
Cre17.g739350,1469,2932
Cre03.g194800,5417,1888
Cre01.g021150,12428,4672
Cre01.g011750,9589,3275
Cre04.g220150,2652,3935
Cre01.g016528,3205,2646
Cre02.g076663,235,564
Cre08.g370601,10996,3501
Cre14.g616450,2801,4554
Cre09.g393850,3367,6814
Cre02.g143387,1270,1401
Cre12.g528500,3924,2351
Cre06.g284376,1717,1568
Cre21.g752497,0,0
Cre01.g012950,10700,10798
Cre06.g266850,1436,5824
Cre02.g097150,2810,1862
Cre16.g661876,0,0
Cre14.g612567,0,0
Cre17.g708200,0,0
Cre10.g439850,1082,2745
Cre07.g319320,3382,2259
Cre03.g171100,1824,1518
Cre10.g439500,1151,2331
Cre17.g707000,13328,7342
Cre15.g636500,3128,2031
Cre02.g086850,3380,1649
Cre02.g095138,5473,2183
Cre12.g508450,6435,2433
Cre07.g313550,2559,1412
Cre12.g508100,4690,1914
Cre02.g095134,1403,2654
Cre02.g095135,3497,2723
Cre02.g095136,2176,2355
Cre14.g610582,0,0
Cre02.g095130,2508,3356
Cre13.g574100,1294,1897
Cre02.g095132,482,4334
Cre13.g579350,6040,4436
Cre06.g263100,1332,2559
Cre13.g565950,428,2424
Cre01.g038400,1286,2024
Cre03.g161750,3671,1632
Cre16.g680566,6286,3316
Cre13.g569900,11208,5249
Cre12.g546050,7779,2309
Cre05.g237950,1813,6615
Cre08.g366200,1266,2504
Cre12.g554850,1404,907
Cre01.g054850,2227,1606
Cre13.g606300,5484,4863
Cre02.g112701,7137,3469
Cre08.g359133,166,969
Cre02.g145602,1235,672
Cre09.g398993,1815,2546
Cre12.g483650,6222,3122
Cre02.g142650,9061,5042
Cre09.g412050,1626,5125
Cre05.g238322,7965,2594
Cre12.g542800,15471,4874
Cre02.g144550,5113,3971
Cre03.g144967,9854,3159
Cre10.g446650,12901,7134
Cre03.g149250,6002,2132
Cre09.g402450,2462,1939
Cre06.g297650,26554,13599
Cre08.g384628,0,0
Cre04.g216811,112,3749
Cre07.g332050,1376,2270
Cre12.g522450,1735,4686
Cre06.g289600,945,6196
Cre04.g228050,2571,1948
Cre04.g223750,7104,4125
Cre09.g389650,1232,8042
Cre09.g390604,4302,1736
Cre01.g020575,0,0
Cre09.g391100,2528,2343
Cre03.g171250,45940,14431
Cre04.g226900,4395,2314
Cre02.g142386,1330,854
Cre04.g229450,4073,3705
Cre03.g151300,28546,8603
Cre02.g082825,59728,1373
Cre17.g727150,325,3276
Cre08.g385200,0,0
Cre01.g041426,1606,993
Cre08.g361050,3224,1523
Cre17.g736850,1301,786
Cre13.g573050,1788,1478
Cre06.g260250,864,1655
Cre08.g379750,1839,939
Cre01.g014800,9349,3593
Cre06.g261600,2002,1425
Cre03.g191600,1495,4443
Cre12.g525150,4459,2949
Cre10.g440700,3411,2026
Cre12.g516150,383,3666
Cre14.g614350,2785,1422
Cre01.g051900,453,1628
Cre02.g091250,760,1161
Cre16.g661650,13810,6308
Cre15.g635376,2166,396
Cre10.g448550,4306,2008
Cre02.g088651,616,4659
Cre02.g088650,1421,3408
Cre16.g687518,1697,1688
Cre02.g095104,1067,2377
Cre06.g265500,0,0
Cre02.g073850,601,895
Cre13.g572050,6049,15908
Cre10.g434900,4546,2475
Cre02.g095106,2577,1845
Cre12.g507300,2468,1921
Cre17.g716026,90,1881
Cre13.g570951,1666,4390
Cre01.g050624,11839,3749
Cre06.g261850,2710,1561
Cre13.g572500,2056,1946
Cre03.g146707,1230,791
Cre09.g388504,6455,6160
Cre12.g532050,8652,3201
Cre10.g435500,3933,1476
Cre16.g654526,0,0
Cre08.g364862,5692,6231
Cre02.g096950,11059,5392
Cre09.g407801,7202,2229
Cre07.g339750,9866,5563
Cre10.g425350,885,9236
Cre05.g232200,9006,3335
Cre01.g002600,939,2562
Cre18.g748497,5461,3780
Cre01.g017200,8083,2260
Cre13.g562700,2611,2266
Cre02.g120301,2424,1400
Cre07.g335200,6794,2729
Cre08.g381050,11020,3554
Cre09.g390504,0,0
Cre09.g390500,320,3631
Cre06.g263176,1942,1796
Cre04.g227500,42274,18669
Cre07.g351100,3379,4022
Cre01.g024050,1273,2404
Cre01.g023000,7725,3780
Cre07.g324050,5039,3859
Cre15.g641700,2573,1475
Cre16.g649500,3705,1710
Cre15.g641250,5313,2131
Cre02.g144734,1136,624
Cre09.g393954,891,1691
Cre17.g744047,634,1247
Cre07.g313900,6649,4419
Cre07.g354550,12847,5348
Cre17.g747547,3053,2293
Cre07.g321750,10687,3790
Cre06.g283034,876,1485
Cre13.g571150,421,869
Cre16.g691351,2208,1074
Cre16.g691350,1820,2999
Cre16.g691353,2102,1098
Cre16.g691352,1308,396
Cre17.g747897,25798,8140
Cre08.g382650,6118,2983
Cre01.g032000,1019,1362
Cre05.g247350,5138,4973
Cre01.g007450,1255,2526
Cre10.g432750,686,1996
Cre13.g603950,5332,2091
Cre02.g076900,2001,4319
Cre06.g271500,959,552
Cre17.g721250,5441,2631
Cre14.g628800,7207,6555
Cre08.g366874,306,3665
Cre01.g047900,5752,2012
Cre11.g480750,7242,3552
Cre17.g738650,622,2429
Cre03.g204350,2762,1711
Cre12.g512700,1169,1868
Cre14.g619550,17670,3363
Cre14.g626400,9644,2876
Cre09.g399200,3037,1474
Cre14.g615400,805,1413
Cre05.g238950,3248,1275
Cre06.g249400,690,2701
Cre09.g411350,581,6440
Cre10.g458550,1408,1034
Cre16.g686173,2675,1526
Cre02.g117550,1621,1277
Cre15.g639400,35462,9824
Cre06.g271526,877,644
Cre06.g269100,615,1856
Cre10.g457262,2100,1301
Cre17.g747097,1735,1593
Cre12.g539750,5836,2472
Cre16.g686400,7317,2359
Cre12.g560800,1506,2394
Cre14.g619450,374,1756
Cre01.g045850,1038,6243
Cre06.g306450,826,1575
Cre06.g259850,0,0
Cre09.g386149,5505,5268
Cre12.g531500,1926,2584
Cre18.g748347,269,2929
Cre01.g027650,0,0
Cre16.g675850,6484,3667
Cre16.g675851,6473,3314
Cre16.g675500,2765,1593
Cre01.g018000,2498,1503
Cre02.g094850,2026,4745
Cre01.g001000,8640,3944
Cre01.g013050,3604,3507
Cre01.g044100,9490,5311
Cre01.g044450,774,2187
Cre15.g641875,3874,1449
Cre07.g348040,4623,4578
Cre13.g588736,3643,2704
Cre16.g682699,1161,3700
Cre13.g580500,9749,2807
Cre15.g643600,9395,2976
Cre08.g376450,2442,1065
Cre13.g576740,13650,5361
Cre13.g586950,3463,2066
Cre16.g685613,13787,5348
Cre16.g683100,11205,4791
Cre06.g266950,10589,6589
Cre13.g589426,0,0
Cre01.g007950,6810,2368
Cre06.g290150,1268,1943
Cre07.g353050,4327,1839
Cre07.g353500,1412,5799
Cre01.g042850,2638,1304
Cre10.g428850,0,0
Cre15.g643702,0,0
Cre15.g643703,8811,2412
Cre15.g643700,12828,7593
Cre02.g145630,0,0
Cre03.g156476,2233,1245
Cre03.g207713,10213,3238
Cre08.g358400,10284,7703
Cre03.g212641,18880,8539
Cre01.g008350,442,3549
Cre07.g322176,11177,4248
Cre16.g650800,1933,1485
Cre01.g033750,194,2667
Cre01.g006600,714,3542
Cre01.g009650,1531,6640
Cre07.g352900,18972,7162
Cre06.g280750,2068,766
Cre10.g464250,3171,867
Cre11.g481400,13966,4344
Cre10.g417650,2095,1984
Cre07.g316350,2004,1873
Cre01.g053500,1171,1911
Cre12.g558352,0,0
Cre12.g558350,651,3441
Cre07.g346400,4636,1904
Cre03.g149517,3119,2804
Cre07.g339876,605,525
Cre01.g063267,3098,2333
Cre01.g029950,4830,3286
Cre07.g316600,7077,2066
Cre12.g555400,2322,1446
Cre06.g263900,0,0
Cre02.g100300,7161,4479
Cre16.g691440,12816,6322
Cre05.g242856,16708,5855
Cre05.g242857,1745,1319
Cre09.g399900,7399,3496
Cre09.g399907,9342,3201
Cre03.g154300,2619,1862
Cre16.g656400,7065,2214
Cre02.g111700,4092,1304
Cre10.g463200,2278,2973
Cre09.g399908,6078,5124
Cre21.g751897,4922,3183
Cre12.g490200,4853,3683
Cre05.g242859,190,1244
Cre07.g316900,13077,6230
Cre04.g219950,3438,2254
Cre17.g734548,9081,4240
Cre13.g564700,312,4752
Cre03.g193550,1278,1105
Cre10.g433150,2863,3518
Cre07.g328800,3722,3493
Cre14.g625225,2899,1542
Cre07.g340350,3550,2337
Cre16.g695218,10106,4909
Cre03.g146827,888,893
Cre10.g461150,2226,2825
Cre09.g400886,16333,6327
Cre12.g557800,912,1093
Cre10.g449700,14908,6187
Cre01.g000350,3477,1462
Cre09.g416350,1715,2636
Cre09.g391353,5983,4525
Cre05.g243451,2743,1281
Cre03.g145407,2435,7846
Cre05.g243453,813,1598
Cre01.g019750,5087,2774
Cre05.g243455,5720,932
Cre01.g043100,2674,1162
Cre10.g436053,2458,1285
Cre10.g436500,2316,1775
Cre17.g729901,2656,6569
Cre17.g729900,2344,1657
Cre01.g043450,3278,869
Cre14.g611150,3317,1492
Cre14.g611400,4798,2347
Cre10.g437900,12159,5007
Cre07.g344634,4854,3849
Cre01.g042502,6598,13637
Cre14.g630376,0,0
Cre09.g402515,11056,3615
Cre05.g238761,3621,1323
Cre10.g421021,1202,6719
Cre08.g369550,2181,1642
Cre12.g538150,3234,1207
Cre16.g678900,518,3628
Cre13.g590905,4614,4465
Cre17.g718350,0,0
Cre13.g590900,2121,3336
Cre03.g166750,2262,3807
Cre17.g727700,2947,3794
Cre16.g684155,5147,1968
Cre10.g427500,5578,1992
Cre17.g698332,3363,2107
Cre09.g404950,3683,1872
Cre09.g393300,2842,2789
Cre14.g613800,6342,2704
Cre09.g402200,500,1881
Cre09.g398051,7433,5897
Cre06.g267250,10298,8915
Cre01.g014050,3402,2289
Cre06.g267700,9641,3262
Cre17.g699800,1150,1701
Cre08.g381350,3697,3307
Cre11.g467658,1729,6754
Cre11.g467659,3788,1641
Cre07.g335900,1720,3284
Cre10.g426450,1798,2889
Cre11.g467655,4590,1917
Cre11.g467656,5579,2825
Cre11.g467657,724,4329
Cre11.g467650,7543,7400
Cre11.g467651,27666,13136
Cre10.g426900,2235,2776
Cre11.g467653,8691,4444
Cre05.g237650,13470,7953
Cre06.g251050,2648,4153
Cre09.g409250,3032,3935
Cre09.g399250,1450,1163
Cre13.g568176,333,5119
Cre06.g272300,2324,2013
Cre07.g355600,5296,1477
Cre02.g111500,25176,15678
Cre01.g010800,4992,2583
Cre22.g753347,2153,1887
Cre12.g495050,2906,4795
Cre10.g462550,0,0
Cre01.g031100,4684,1711
Cre12.g507150,5179,3011
Cre12.g491000,3238,3103
Cre14.g634279,0,0
Cre02.g084800,3692,2165
Cre03.g148250,2040,12246
Cre02.g106150,2649,1006
Cre03.g158300,2491,6474
Cre02.g113626,3585,3405
Cre06.g308050,872,1550
Cre11.g467533,440,1551
Cre02.g113150,1322,4095
Cre16.g681578,9162,2732
Cre08.g382800,10115,3275
Cre07.g341000,17739,8772
Cre12.g517000,1594,5777
Cre02.g141566,372,1192
Cre02.g143247,0,0
Cre10.g460201,2786,1696
Cre03.g180900,3965,4996
Cre07.g312300,551,1800
Cre01.g037850,3297,1463
Cre10.g467000,4323,2437
Cre03.g180650,11382,4732
Cre03.g180300,6660,3349
Cre11.g467539,916,3165
Cre09.g393991,20404,10864
Cre02.g142046,4275,1776
Cre01.g028777,0,0
Cre03.g154750,891,2130
Cre03.g161350,0,0
Cre09.g400997,3227,2689
Cre07.g339926,0,0
Cre06.g255900,2054,1829
Cre07.g345850,2492,1459
Cre01.g024601,205,2139
Cre08.g368176,388,653
Cre13.g591501,2898,2523
Cre16.g679500,2761,1460
Cre01.g030900,5019,2586
Cre17.g715300,12851,5858
Cre06.g289650,7125,5039
Cre16.g674065,520,3334
Cre02.g095093,571,1025
Cre02.g095092,4733,3050
Cre02.g095091,1823,4678
Cre02.g095090,2650,4011
Cre01.g040900,737,1174
Cre02.g095096,368,3033
Cre01.g016750,2276,1806
Cre12.g520300,813,2987
Cre17.g742600,1619,3792
Cre06.g259200,9528,2498
Cre12.g531283,11353,7537
Cre10.g440550,30929,12425
Cre10.g445251,0,0
Cre10.g445700,1261,7910
Cre02.g142351,9930,4127
Cre17.g741000,2765,1654
Cre04.g222000,6501,7769
Cre06.g304600,5970,2173
Cre36.g759647,9004,2173
Cre02.g144900,1467,2368
Cre06.g304350,825,1149
Cre03.g163050,4741,3697
Cre06.g254350,3572,1570
Cre06.g254600,1844,3775
Cre14.g618600,53654,28666
Cre07.g320700,1553,3444
Cre10.g458300,612,3222
Cre03.g202400,4706,2282
Cre16.g668750,3778,12259
Cre12.g492200,3611,8005
Cre10.g442950,1724,1937
Cre07.g346800,3682,2429
