Ensembl ID,Entrez ID,Control Gene Expression,Cancer Gene Expression,Average Intron Length,Average Exon Length
ENSG00000113209,26167,85.48275862,88.86111111,0,2905
ENSG00000113211,56130,31.34482759,92.91666667,0,3030
ENSG00000113212,56129,76.75862069,54.86111111,0,3715
ENSG00000120322,56128,15.79310345,67.33333333,0,2711
ENSG00000120324,56126,61.89655172,103.1111111,0,3262
ENSG00000197479,56125,41.48275862,48.38888889,0,3271
ENSG00000120328,56124,67.31034483,56.80555556,0,3408
ENSG00000187372,56123,55.82758621,199.5,0,3485
ENSG00000120327,56122,206.7931034,314.25,0,2783
ENSG00000113248,56121,122.862069,58.08333333,0,2655
ENSG00000204956,56114,10.79310345,198.9444444,88846.5,3538
ENSG00000081853,56113,37,11.52777778,84701.5,3724.5
ENSG00000254245,56112,23.37931034,20.22222222,82170.5,3548.5
ENSG00000254221,56104,13.34482759,31.25,79064.5,3512.5
ENSG00000262576,56111,32.44827586,17.97222222,76588.5,3566.5
ENSG00000253910,56103,52.68965517,53.36111111,74121,3520
ENSG00000253485,56110,44.96551724,13.97222222,72023.5,3523
ENSG00000262209,56102,10.96551724,11.38888889,68994.5,3521.5
ENSG00000253731,56109,43.89655172,160.0833333,67145.5,3532
ENSG00000253537,56108,26.31034483,34.52777778,62737.5,3664
ENSG00000253767,9708,4.482758621,5.527777778,57780.5,6512
ENSG00000253953,8641,36.17241379,32.22222222,241034,4580
ENSG00000261934,56107,53.65517241,24.41666667,52711,3547
ENSG00000253305,56100,91.10344828,73.75,50089,3532
ENSG00000253846,56106,50.27586207,235.4722222,47593.5,3586
ENSG00000254122,56099,156.2068966,56.41666667,45262,3774
ENSG00000253873,56105,25.48275862,14.44444444,29046,4103.333333
ENSG00000253159,26025,78.17241379,202.2222222,38807.5,3704
ENSG00000240184,5098,753.1034483,306.8333333,11550.66667,3283.333333
ENSG00000242419,56098,11.55172414,13.61111111,11591.5,3620.5
ENSG00000240764,56097,12,16.66666667,9549,3640
ENSG00000164620,285613,164.862069,295.6666667,1746,2369
ENSG00000081791,9812,2026.275862,1701.388889,13666.5,4561.5
ENSG00000013561,9604,1011.034483,1042.555556,4550.75,4068.125
ENSG00000131507,80762,4236.965517,3602.722222,43063,2616
ENSG00000145819,23092,1331.310345,811.6111111,299548.3333,8894
ENSG00000158497,57824,0.965517241,0.694444444,16350,384
ENSG00000183775,57528,5.172413793,37.13888889,283892.5,5414
ENSG00000156463,153769,200.2758621,293.1111111,20985.33333,2190.166667
ENSG00000091009,54439,1330.344828,1408.583333,71187.5,4616
ENSG00000091010,5459,0.75862069,1,630,1182
ENSG00000113649,10915,2464.758621,3140.25,30327,3441.333333
ENSG00000169302,202374,157.3793103,547.6666667,65211,1584
ENSG00000164265,117156,1.689655172,15.30555556,5930,518
ENSG00000133710,11005,214.1034483,896.6944444,16751.66667,2768.833333
ENSG00000196800,408187,0.551724138,1.277777778,5918.5,377
ENSG00000178172,404203,3.413793103,2.75,11674.5,669.5
ENSG00000214510,153218,57.31034483,13.36111111,16766,726
ENSG00000145879,84651,0.068965517,0.833333333,5886,549
ENSG00000204909,643394,1.413793103,2.722222222,7676,453
ENSG00000145868,81545,1099.896552,1266.333333,32835.66667,4069
ENSG00000169252,154,237.4482759,222.1944444,0,2042
ENSG00000173210,22885,1249.413793,1039.611111,28807,3821.75
ENSG00000157510,134265,450.6896552,394.6111111,15534.75,3214.75
ENSG00000164284,134266,449.4482759,669.3055556,5106,4064
ENSG00000145882,78991,433.4137931,500.9444444,2744.4,2871
ENSG00000183111,389337,506.4137931,241.4722222,97056,4865
ENSG00000155846,133522,563,424.3333333,23231.16667,8616.833333
ENSG00000155850,1836,886.1724138,788.5,37178,8075
ENSG00000113716,22993,1293.241379,1335.444444,94264,5406
ENSG00000113722,1044,2.344827586,5.5,32012,1772
ENSG00000011083,6534,4.689655172,209.5833333,34754,3739
ENSG00000070814,6949,1449.965517,2051.138889,4929.142857,4290.857143
ENSG00000070614,3340,2209.965517,1531.833333,23008,6115
ENSG00000171992,11346,4406.517241,1449.916667,14819.75,5070.5
ENSG00000164591,91977,41.20689655,13.47222222,14865,3663
ENSG00000256235,85027,0.310344828,0.333333333,32914,2334
ENSG00000237693,345611,3.75862069,4.138888889,976,1659
ENSG00000211445,2878,4291,1063.694444,13590,1761
ENSG00000196743,2760,3563.862069,3974.388889,6822.333333,2617.666667
ENSG00000123643,206358,465.8275862,508.75,26717,2923.666667
ENSG00000145907,10146,3978.310345,4573.527778,4413.666667,2419
ENSG00000155511,2890,18.44827586,21.83333333,58973.88889,5160.666667
ENSG00000037749,4238,918.3793103,804.5,9019.333333,4994.333333
ENSG00000164574,55568,1166.413793,713.7777778,78044,5499.75
ENSG00000164576,79685,386.4827586,492.4722222,4470.5,6170.75
ENSG00000155506,23367,4698.827586,5509,35640.75,4527.25
ENSG00000155508,9337,1602.758621,2021.472222,3171.5,2353.7
ENSG00000082515,29093,574.4482759,742.1111111,25225,3114
ENSG00000226650,285643,1.586206897,4.833333333,0,4426
ENSG00000170624,6444,562.8965517,111.2777778,329342,5506.25
ENSG00000231989,153743,10.72413793,17.13888889,0,1991
ENSG00000113263,3702,580.1034483,142.7777778,139674,4366
ENSG00000055163,26999,1239.034483,878.8611111,30907.85714,6291.714286
ENSG00000172548,348938,1009.37931,841.9166667,6423.333333,2382.666667
ENSG00000187658,100190949,3.482758621,1.027777778,15810,697
ENSG00000113272,54974,496.2413793,419.2222222,7192.5,1257.5
ENSG00000155858,134353,354.5517241,245.2777778,20862,2561
ENSG00000164332,134510,1018.241379,920.6111111,41136,2392
ENSG00000170214,147,4.517241379,5.222222222,108048,2254
ENSG00000113312,7265,1174.551724,1239.916667,109928,1407
ENSG00000170231,2172,86.5862069,420.8611111,19776,661.3333333
ENSG00000164611,9232,223.2068966,962.4444444,5965,742
ENSG00000145863,2559,0.034482759,66.88888889,12653,2346.5
ENSG00000022355,2554,0.586206897,0.166666667,18726.8,4214.6
ENSG00000113327,2566,0.896551724,18.30555556,41946.25,4005.25
ENSG00000113328,900,3477.413793,3148.388889,3236.5,2177.5
ENSG00000072571,3161,150.2758621,628.8333333,14204.5,3073.5
ENSG00000038274,27430,2245.068966,2264.5,3628.75,2330.25
ENSG00000145934,57451,50.93103448,567.2777778,139843.5,6138
ENSG00000113645,23286,745.7931034,1179.055556,41806.6,5486.8
ENSG00000113643,5917,1795.758621,2202.277778,30763.5,2083.5
ENSG00000188573,345630,28.20689655,57.05555556,0,1058
ENSG00000040275,54908,235.8275862,475.3333333,8710,2432
ENSG00000134516,1794,1195.482759,479.5,92841,4067.8
ENSG00000168269,2299,6.172413793,5.805555556,1659.5,2153.5
ENSG00000234511,133874,4.620689655,3.638888889,15619,836
ENSG00000182132,30820,18.79310345,2.888888889,122352,1959.6
ENSG00000094755,2568,174,204.9166667,27113,3215
ENSG00000204764,64901,95.4137931,158.1388889,14660.18182,2381.454545
ENSG00000164438,30012,1.172413793,12.25,2716,1493
ENSG00000181163,4869,14764.55172,18077.72222,13165.33333,1386
ENSG00000156427,8817,37.31034483,60.13888889,71964,1982
ENSG00000214360,285588,0.413793103,0.055555556,17158,704
ENSG00000214357,54492,1885.37931,607.8888889,29474,5985
ENSG00000113719,57222,3728,3122.694444,26185.6,3217
ENSG00000037241,51121,384.6206897,612.6944444,19252,710
ENSG00000113732,8992,3032.517241,3188.361111,100512,882
ENSG00000164463,153222,1298.206897,837.0833333,26866,3855.25
ENSG00000113734,662,231.3793103,277.4722222,7002.6,1231.8
ENSG00000113742,80315,1357.724138,976.1388889,11546.33333,6591.333333
ENSG00000185056,133491,1,1.333333333,22340,2330.5
ENSG00000170091,51617,1.724137931,42.33333333,38504,2259.5
ENSG00000120149,4488,881.2413793,915.0833333,8240,2208
ENSG00000164466,94081,1058.793103,1548.694444,45010,2801
ENSG00000113749,3274,116.6896552,38.11111111,12826,2824.5
ENSG00000145920,10814,2.517241379,72.63888889,45267.5,4701
ENSG00000182230,202134,23.03448276,6.861111111,10215,1229.6
ENSG00000170085,375484,337.2413793,219.2777778,19018.6,2281.6
ENSG00000175414,285598,390.137931,388.8055556,4227.5,2004.5
ENSG00000146066,192286,1867.758621,1518.75,714,611
ENSG00000113194,23197,1455.517241,1613.722222,114410,4515
ENSG00000074276,54825,5.620689655,5.833333333,25114,4165.333333
ENSG00000175766,253314,0.034482759,0.055555556,27972,1974
ENSG00000048140,26262,1301.103448,1596.916667,4475.75,2651
ENSG00000113763,90249,15.34482759,7.722222222,23052.33333,2320.666667
ENSG00000113761,23567,318.3103448,287.8055556,19452,2770.4
ENSG00000160867,2264,321.7586207,88.55555556,1995.142857,2124.285714
ENSG00000165671,64324,1691.241379,1714.777778,10655.14286,7522.142857
ENSG00000169230,27166,1872.758621,2263.305556,1941.5,1256.5
ENSG00000169220,10636,525.137931,402.0833333,3826,2003.75
ENSG00000131183,6569,2.137931034,1.861111111,8000,2250.5
ENSG00000198055,2870,1225.137931,1004.444444,5063,2415.25
ENSG00000131188,80758,94.20689655,192.5833333,4887.333333,1395.666667
ENSG00000184840,54732,3188.896552,3767.527778,4988,1393
ENSG00000027847,11285,661.2758621,689.8333333,6542,1815
ENSG00000145911,23138,262.3103448,365.1944444,13130,5987
ENSG00000145916,64777,884,846.6666667,4010.2,2009.6
ENSG00000197451,3182,4778.241379,5979.583333,3263,1738
ENSG00000178338,117608,352,430.0833333,21839.5,2264.5
ENSG00000198939,80108,64.82758621,41.97222222,17694.66667,2386
ENSG00000178187,285676,42.79310345,15.5,9505.25,1754.5
ENSG00000234284,345462,108.0344828,106.0277778,16018,2604
ENSG00000177932,30832,168.8275862,142.3888889,35424,2373
ENSG00000176783,80230,1367.551724,1193.944444,18429.75,2539.75
ENSG00000127022,821,12112.24138,13714.02778,11215.6,4161
ENSG00000161021,9794,1518.137931,1475.75,47648.5,6401
ENSG00000213316,4056,0.655172414,0.333333333,3722,667
ENSG00000161011,8878,13401.06897,12472.36111,8258.6,2825.8
ENSG00000113300,57472,1085.896552,1548.638889,51845.66667,6143.333333
ENSG00000113303,79908,13.51724138,6.555555556,14912,1948.5
ENSG00000168903,10917,1.931034483,0.972222222,8904,2065.5
ENSG00000165810,153579,637.9310345,494.8333333,15045.5,2621.5
ENSG00000182613,285659,0,0.027777778,0,948
ENSG00000146063,90933,1436,1503.666667,1056.833333,3111
ENSG00000164366,133957,307.7241379,514.3611111,24006,1420
ENSG00000066230,6550,6.586206897,14.16666667,48452.5,2763.5
ENSG00000171368,11076,470.9655172,135.9722222,19905.5,6320
ENSG00000188818,79844,225.2758621,351.6388889,7331,1958.75
ENSG00000028310,65980,1623.931034,2458.833333,5026,2419.5
ENSG00000113504,10723,2457.758621,2714.388889,112760,5304
ENSG00000164362,7015,11.93103448,62.22222222,4267,2432.7
ENSG00000049656,81037,2315.448276,3482.527778,23551,1938.5
ENSG00000142319,6531,10.55172414,6.833333333,97410,3934
ENSG00000153395,79888,1882.655172,2897.694444,30896,3321
ENSG00000171421,64979,478.0689655,1034.777778,1688,614
ENSG00000113430,50805,4.413793103,36.69444444,1752.333333,2317.833333
ENSG00000170561,153572,27.75862069,30.36111111,2811,2680
ENSG00000133398,84246,643.5862069,1170.444444,11146,1028
ENSG00000037474,54888,1999.034483,3912.25,12386.5,3371.5
ENSG00000215217,134121,15.75862069,21.19444444,37456,2385
ENSG00000124279,79072,210.9310345,368.1944444,4023.75,1529.75
ENSG00000112902,9037,1621.241379,3392.944444,998576,11808
ENSG00000169777,50834,0.137931034,0.055555556,0,1355
ENSG00000150756,134145,332.9655172,534.5,7248,2700
ENSG00000164237,134147,886.6206897,838.1388889,52830,4047
ENSG00000112977,1611,4198.103448,5044.361111,79725.5,2320.5
ENSG00000169862,1501,52.48275862,274.1111111,222654,4940
ENSG00000039139,1767,124.137931,100.1388889,30753.66667,7742.666667
ENSG00000154122,56172,1163.551724,1083.555556,317544,8207
ENSG00000183654,441061,1.413793103,25.66666667,66995.5,1093
ENSG00000173545,90441,753.0689655,1127.5,25150,1692
ENSG00000154153,54463,272.4137931,415.5277778,86769,3222
ENSG00000145555,4651,996.3103448,2195.194444,16657.125,7194.875
ENSG00000145526,1016,2.275862069,39.75,377388,3142
ENSG00000154162,1010,15.68965517,47,518868,3924
ENSG00000040731,1008,12.62068966,47.33333333,154509.5,3367.5
ENSG00000113100,1007,0.413793103,11.44444444,47362.66667,2264.666667
ENSG00000113360,29102,1265.344828,2456.861111,39587,4085
ENSG00000113384,64083,3036.137931,3623.75,93852,2676
ENSG00000150712,54545,921.862069,975.6944444,53988,5023
ENSG00000056097,51663,2416.310345,3142.25,16067.75,2580.5
ENSG00000151388,81792,128.7586207,435.8611111,166567.6667,3552
ENSG00000164175,51151,3.448275862,24.91666667,17635.75,1616.25
ENSG00000242110,23600,27,103.1666667,5508,2335.8
ENSG00000082196,114899,521.8965517,456.9166667,6187.25,3517
ENSG00000113456,5810,863.2413793,1368.222222,4698.333333,4657
ENSG00000113492,64902,0.24137931,0.222222222,6934.4,1576
ENSG00000113494,5618,94.86206897,150.5555556,6344.111111,3612.777778
ENSG00000152611,133690,0.24137931,4.694444444,33425,987
ENSG00000145626,133688,2.379310345,367.3888889,14528.6,3104.4
ENSG00000168671,167127,9.620689655,44.86111111,19857.33333,2173.666667
ENSG00000164187,92255,584.862069,824.8611111,90730,3237
ENSG00000152620,133686,1275.724138,1380.083333,12635.6,3560.8
ENSG00000164188,202151,157.4827586,16.83333333,50327.5,2580.5
ENSG00000197603,65250,599.9655172,846,5199.375,5496.125
ENSG00000113569,9631,771.8275862,1569.666667,49947,4239.333333
ENSG00000168621,2668,95,26.52777778,6950.333333,3721.5
ENSG00000113594,3977,1327.448276,537.4166667,90889.5,10174
ENSG00000164327,253260,1506.551724,1828.111111,43726.6,6502
ENSG00000082074,2533,2555.793103,1254.611111,63443.75,4739.25
ENSG00000113600,735,3.034482759,6.388888889,155172,2692
ENSG00000153071,1601,3136.862069,1628.833333,48990.5,4569.5
ENSG00000113638,23548,309.3448276,391.6388889,25953.33333,5407.333333
ENSG00000132356,5562,2347.551724,3010.111111,33709.5,5107.5
ENSG00000145592,6167,25941.27586,35852.22222,4776,1570
ENSG00000171495,133558,0.586206897,0.416666667,23094.66667,3492.666667
ENSG00000039537,729,41.17241379,4.361111111,91635,3735.5
ENSG00000182836,345557,126.4137931,63.69444444,391888,7739
ENSG00000083720,5019,718.6551724,961.1666667,66371.33333,2629.333333
ENSG00000250722,6414,14572.72414,6413.583333,8357.75,2207.5
ENSG00000177721,389289,112.0344828,72.69444444,0,1266
ENSG00000112972,3157,1959.448276,4472.444444,7888.666667,5055.666667
ENSG00000151882,56477,169.7241379,190.3055556,12872.8,862.2
ENSG00000151881,64417,455.7586207,637.0277778,24535,2892.333333
ENSG00000172244,375444,67.13793103,148.5277778,17129.5,1917
ENSG00000172239,10605,2047.758621,3365.416667,19019,2572
ENSG00000070193,2255,187.2758621,10.66666667,166122,627
ENSG00000164588,348980,0.724137931,0.833333333,863000,9669
ENSG00000170571,133418,1198.724138,1065.305556,11173.25,4108.5
ENSG00000164172,4338,919.0344828,776.6111111,10143.5,1424
ENSG00000185305,54622,977.3793103,652.8888889,423347,2443
ENSG00000164283,11082,43.62068966,738.5,5706,2014
ENSG00000164287,166979,1.931034483,10.5,18502,2484.2
ENSG00000234602,345643,23.37931034,68.41666667,11230,2104
ENSG00000152669,10309,192.5862069,275.0833333,908,1578.5
ENSG00000067248,54505,1401.965517,1534.777778,46932.5,4516.5
ENSG00000067113,8611,4144.758621,2426.472222,72326.66667,1720.666667
ENSG00000177058,153129,426.3793103,506.9722222,29722.2,2748
ENSG00000134352,3572,7912.206897,2283.861111,5725.5,6317.25
ENSG00000164512,79722,15.96551724,7.805555556,73366,2110
ENSG00000155545,166968,605.2068966,742.9444444,5103,3361.5
ENSG00000169067,345651,1.379310345,1.138888889,0,2794
ENSG00000145632,10769,1825.724138,1367.527778,1219.333333,2189.666667
ENSG00000113448,5144,1617.62069,762.9166667,37314.92857,6152.214286
ENSG00000035499,55789,73.96551724,312.2222222,67207.33333,2402
ENSG00000164181,79993,415.9310345,439.8055556,33094.5,3914.75
ENSG00000049167,1161,193.0344828,234.3055556,14189.6,2146.2
ENSG00000188725,643155,1389.862069,1598.027778,1920,2843.5
ENSG00000086189,27292,760.3448276,687.5833333,11970,1264
ENSG00000178394,3350,0.068965517,0.25,0,2245
ENSG00000153006,285672,927.7586207,1065.333333,23524.5,3581
ENSG00000049192,11174,210.3448276,149.1944444,143661.75,6203
ENSG00000123219,64105,133.0344828,386.3333333,43689,1714
ENSG00000113595,373,403.3103448,386.8611111,21025.33333,2900.333333
ENSG00000197860,54557,341.0344828,229.7777778,101468,5453
ENSG00000134061,4064,268.2068966,80.13888889,23598,2715
ENSG00000183323,202243,586.2758621,742.0277778,9706,3483.4
ENSG00000249437,4671,206.9310345,129.6666667,30070.4,5878.2
ENSG00000145736,2966,173.1034483,177.3888889,7681.4,1726.8
ENSG00000113048,23107,1394.931034,1351.361111,16005.66667,2102.833333
ENSG00000178175,167465,101.137931,44.88888889,122492,2770
ENSG00000164331,57763,672.0689655,741.25,22578,2198
ENSG00000171617,8507,2552.37931,1769.138889,3762.6,5182.2
ENSG00000164347,84340,647.9655172,896.9722222,11481.83333,2568
ENSG00000198780,26049,253.3793103,273.3888889,65086.33333,5978.333333
ENSG00000176928,51301,136.9310345,286.0833333,0,3436
ENSG00000145700,256006,13.10344828,76.25,325092,6036
ENSG00000113163,10087,1676.241379,1583.694444,66299.25,4652.25
ENSG00000152359,134359,221.4482759,316.1666667,25869,1956.666667
ENSG00000164220,2151,91.27586207,51.97222222,4589,3353.5
ENSG00000132846,84327,341,252.5833333,18160,1419
ENSG00000164253,55255,830.1724138,999.5277778,21668.8,1939.8
ENSG00000171540,23440,0.379310345,1.277777778,14616,2678
ENSG00000171530,6902,2461.862069,3429.277778,83628.5,1523
ENSG00000132842,8546,1377.586207,1603.75,288387,4043
ENSG00000145685,10184,2158.655172,1616.194444,86909.5,3569
ENSG00000113273,411,571.4482759,301.7777778,185755.5,4121.5
ENSG00000132837,29958,65.06896552,20.41666667,28886,2774.75
ENSG00000152413,9456,559.1724138,835.8055556,67981,3996.75
ENSG00000177034,345778,112.0344828,201.7222222,4463.666667,7881
ENSG00000164300,256987,582.9310345,668.2777778,50757,2901.2
ENSG00000189127,340120,4.689655172,15.80555556,6184,3827.333333
ENSG00000228716,1719,593.0689655,1145.388889,12432,3831.25
ENSG00000269028,100462981,112.9655172,105.8888889,0,1036
ENSG00000172497,134526,1.379310345,1.472222222,47884.5,1295
ENSG00000145687,23635,922.5862069,526.6111111,109832.6667,4377.5
ENSG00000186468,6228,23304.68966,20729.27778,3566,3314
ENSG00000174695,153339,1801.275862,2473.861111,40042,4587
ENSG00000145681,1404,132.1034483,130.3055556,54582.5,4556
ENSG00000164176,10085,1417.724138,608.7222222,156460.6667,2423.666667
ENSG00000134480,902,665.2068966,609.0277778,8031,1823.25
ENSG00000164180,153396,523.5862069,714.3333333,17681,2202
ENSG00000081189,4208,1836.62069,487.6944444,39924,6091.857143
ENSG00000153140,1070,516.4482759,656.5555556,30188,981
ENSG00000176055,153364,192.5862069,214.75,24572,4280
ENSG00000176018,116068,632.7241379,574.6666667,6484.333333,3218
ENSG00000113369,57561,3603.551724,3201.472222,20896,4161
ENSG00000113391,83989,776.8275862,620.1388889,102641.4286,3997.142857
ENSG00000248483,134187,6.896551724,7.805555556,0,1295
ENSG00000185261,285600,46.31034483,45.5,112897.3333,4533.333333
ENSG00000175471,79772,641.5517241,462.8611111,100243.6,3119.6
ENSG00000198677,9652,1729.310345,1889.361111,58097.5,3934
ENSG00000145757,83890,18.4137931,13.38888889,13056.75,1961.25
ENSG00000173221,2745,1080.103448,766.1111111,3726.5,1328.25
ENSG00000118985,22936,2644.758621,1910.888889,141856,6046
ENSG00000175426,5122,74.82758621,103.3888889,18786.66667,4686.666667
ENSG00000164307,51752,2229.689655,2431,19153.25,4502.75
ENSG00000145721,167410,1.862068966,6.472222222,93960,3967
ENSG00000058729,55781,604.0344828,626.2777778,16400,3095.5
ENSG00000153922,1105,2128.689655,1818,40155,4770.5
ENSG00000113532,7903,407.0689655,220.6666667,53069.5,4091.5
ENSG00000173930,353189,76.37931034,133.3333333,114460,5332
ENSG00000205359,133482,4.206896552,30.94444444,62332.5,2262.25
ENSG00000145723,54826,184.4137931,205.1111111,20611.66667,3266
ENSG00000112874,83594,401.4827586,523.6111111,4299.666667,2618.333333
ENSG00000184349,1946,625,773.4722222,265825.5,3138
ENSG00000145743,64839,972.0344828,903.5277778,501905.5,4479
ENSG00000198961,9867,3890.37931,2390.361111,140794,4869
ENSG00000186952,642987,33.03448276,28.91666667,88662,2798.6
ENSG00000164211,134429,559.7241379,480.5277778,4569.8,1956.8
ENSG00000134986,9315,797.7241379,985.1666667,28043.33333,2230.916667
ENSG00000129595,64097,627.4827586,551.7222222,59344,3051.75
ENSG00000129625,7905,4037.37931,4291.583333,16998.6,3127.2
ENSG00000171444,4163,1839.551724,1548.027778,97329,6043.2
ENSG00000212122,83942,2.896551724,4.222222222,0,2478
ENSG00000152503,55521,24.37931034,61.88888889,8616.6,2891.4
ENSG00000164219,5229,605.8965517,682.1666667,49431.5,2611.5
ENSG00000164221,153733,321.6206897,390.3611111,17911.66667,2479.333333
ENSG00000145780,56929,827.2068966,788.3055556,36342,5813
ENSG00000243414,353376,13.10344828,12.16666667,41562,3057
ENSG00000251201,100302736,0.172413793,0.972222222,43970,3568
ENSG00000134970,51014,1883,1780.5,9037.5,3863
ENSG00000129596,1036,113.8275862,10.83333333,20724,1614
ENSG00000145782,9140,1455.586207,1598.694444,3683.8,4394.8
ENSG00000092421,57556,708.4137931,1616.111111,20991,5698.833333
ENSG00000169570,285605,239.4482759,295.2777778,293396,4974
ENSG00000113083,4015,730.1724138,672.4722222,3408,4357.8
ENSG00000168938,5480,1601.793103,1306.555556,9601,1192
ENSG00000168944,153241,824.3103448,749.3888889,49273,4742.333333
ENSG00000168916,57507,337.7586207,821.9444444,20770.4,3775.8
ENSG00000164904,501,1692.482759,1846.611111,21405.66667,4637.333333
ENSG00000173926,115123,221,131.4166667,136935,2592
ENSG00000164241,401207,56.55172414,82.58333333,15456,4145.333333
ENSG00000138829,2201,150.0689655,826.9166667,121230,6029.333333
ENSG00000169567,3094,3921.862069,5874.944444,2594,839
ENSG00000158987,51735,421.1034483,318.6944444,18634.2,6271.2
ENSG00000217128,96459,887.6896552,874.6944444,66609,4464.25
ENSG00000239642,728637,0.862068966,0.916666667,274536,1440
ENSG00000164398,23305,61.44827586,20.97222222,15860.69231,4785.923077
ENSG00000072682,8974,862.5517241,869.2222222,10847.5,2314.666667
ENSG00000125347,3659,3530.275862,2456.694444,13123.5,2146.25
ENSG00000113525,3567,5.482758621,3.805555556,2526,816
ENSG00000131437,11127,605.4482759,692.3888889,8943.8,5984.2
ENSG00000164402,23176,3176.655172,3696.805556,6877.5,3997.833333
ENSG00000164403,134549,4624.448276,2185.583333,2770,3694
ENSG00000164404,2661,53.03448276,29.33333333,1819.333333,1868.333333
ENSG00000072364,27125,3421.37931,3530.277778,28447,6105.75
ENSG00000155329,54819,637.137931,642.8611111,8667.25,1664.75
ENSG00000053108,23105,637.5172414,511.8611111,217887,4882
ENSG00000113583,56951,1932.206897,2385.444444,21856,2281
ENSG00000213585,7416,3605.241379,5866.222222,40745.75,2178.75
ENSG00000113558,6500,6457.793103,7065.611111,18287,2356
ENSG00000113575,5515,2782.206897,3063.638889,54320,2643
ENSG00000006837,51265,131,131.9444444,23340,1526
ENSG00000237190,91368,370.3793103,550.6388889,17178,1254
ENSG00000152700,51128,1760.655172,1674.305556,25103.5,6591.5
ENSG00000069011,5307,1640.896552,1332.055556,8316,2383
ENSG00000113648,9555,4727.172414,6499.777778,11292,1805.857143
ENSG00000251380,140947,0,0,0,3135
ENSG00000255833,497189,60.34482759,13.11111111,4518,1273
ENSG00000181965,4762,0.068965517,0.055555556,0,1668
ENSG00000145824,9547,2179.551724,2731.444444,13252,1973
ENSG00000145839,3578,0.068965517,0.055555556,5982,591
ENSG00000145826,3950,0.034482759,0.083333333,14094,1077
ENSG00000069018,57113,0.034482759,0,48518,2615.5
ENSG00000152377,6695,566.6896552,826.2777778,518895,4847
ENSG00000146021,26249,506.3448276,569.25,8854,4214.111111
ENSG00000216009,100126343,0.034482759,0.277777778,0,78
ENSG00000177733,10949,4946.37931,4861.444444,0,2967
ENSG00000031003,51306,1401.793103,1216.583333,59808,5456
ENSG00000112981,8382,66.44827586,48.69444444,46092,1226
ENSG00000112983,10902,1287.241379,1812.888889,5605.875,2816.25
ENSG00000094880,8697,715.2758621,919.0555556,14467.5,2115.5
ENSG00000146013,2676,153.4137931,21.94444444,20300.5,1884.5
ENSG00000158402,995,31.13793103,176.1666667,5208,1425.111111
ENSG00000120705,2107,3952.37931,3808.777778,7522.4,3147.6
ENSG00000113013,3313,5926.482759,7370.083333,16753,2765
ENSG00000146006,26045,5.206896552,2.722222222,376.6666667,2932.333333
ENSG00000120725,64374,902.137931,879.3055556,113427,1402.333333
ENSG00000170482,9963,19.31034483,13.05555556,13800,2355
ENSG00000170476,51237,1248.310345,355.5,757,820.25
ENSG00000228672,389333,65.13793103,46.97222222,0,3251
ENSG00000170469,202051,64.51724138,78.47222222,2846,749.6666667
ENSG00000170464,202052,470.6206897,254.9166667,24314,5009
ENSG00000249751,641700,543.3793103,154,31874.5,594
ENSG00000184584,340061,2056.758621,1005.388889,10112,2175
ENSG00000158458,9542,207.1724138,77.66666667,77074.8,3883.8
ENSG00000113068,5201,1054.896552,1275.611111,113462,1324
ENSG00000113070,1839,2333.37931,1193.472222,11543,2218
ENSG00000213523,10011,891.8965517,873.3055556,2985.25,1672.25
ENSG00000113108,10307,634.7586207,562.1111111,267.0909091,1965
ENSG00000170458,929,2710.413793,1177.083333,133.75,1589.5
ENSG00000131495,4695,1139.655172,1346.944444,1673.5,749.5
ENSG00000256453,373863,31.55172414,36.88888889,2376,1603
ENSG00000170445,3035,1608.37931,1706.916667,2905.75,2225.625
ENSG00000120329,83884,5.413793103,6.416666667,0,1417
ENSG00000178913,6879,1807.482759,2166.75,0,2295
ENSG00000131504,1729,3145.344828,3715.527778,9004.166667,4526.333333
ENSG00000171720,8841,1294.551724,1535.694444,4920.75,1171
ENSG00000197948,89848,1163.103448,1486.472222,4014,4184
ENSG00000120318,64411,1478.103448,1691.833333,3391.6,3909.2
ENSG00000156453,5097,1527.689655,1971.916667,10813,4091
ENSG00000113555,51294,379.0344828,237.1944444,17832,5182
ENSG00000113552,10007,1580.931034,1839.305556,4806.75,2528
ENSG00000187678,81848,706.1724138,828.1944444,9662.5,4966.5
ENSG00000113578,2246,41.31034483,47.44444444,8027.4,3853.666667
ENSG00000113580,2908,1907.965517,987,8721.785714,4940
ENSG00000145817,81555,1268.137931,1407.611111,6108.666667,3329.333333
ENSG00000186314,153768,138.2413793,240.8611111,28078.75,2143.25
ENSG00000204928,643226,0,0.277777778,24978,747
ENSG00000173261,153770,7.24137931,13.52777778,12876.33333,734.3333333
ENSG00000133706,51520,2721.37931,3221.777778,15989.4,4730
ENSG00000173250,134391,0.103448276,0.111111111,0,1260
ENSG00000156475,5521,481.4482759,387,77656.9,2214.2
ENSG00000113657,1809,7741.586207,2590.277778,85804.5,5265
ENSG00000176049,9832,93.17241379,114.3333333,94156,9167.25
ENSG00000164266,6690,9612.758621,13914.30556,13354,441
ENSG00000178776,389336,7.379310345,60.58333333,6887.333333,468.3333333
ENSG00000164270,3360,3.206896552,1.305555556,21944.1,1964.6
ENSG00000169247,79628,175.9655172,312.6388889,58069.55556,16626.11111
