MGI ID,Entrez ID,mRNA copy number average [molecules/cell],mRNA half-life average [h],transcription rate (vsr) average [molecules/(cell*h)],Average Intron Length,Average Transcript Length
MGI:MGI:1330239,13480,6.13,12.05,0.48,14492,1238.9
MGI:MGI:104841,12892,17.68,8.92,1.73,3809,1980.75
MGI:MGI:2145118,217715,30.04,8.83,2.97,3462,851
MGI:MGI:1919228,71978,23.17,4.85,3.76,36990.5,2161
MGI:MGI:1921442,74192,19.82,5.41,2.92,5546.5,1439.6
MGI:MGI:107252,28114,52.39,16.88,3.27,40727,1720
MGI:MGI:1923402,217109,20.27,8.67,2.03,12003.5,2158
MGI:MGI:1925638,78388,26.46,21.63,1.42,18891.5,1651.5
MGI:MGI:1196457,11983,83.15,13.85,5.92,1283,671.6666667
MGI:MGI:1913842,66592,24.23,12.89,1.81,1183.5,819.8181818
MGI:MGI:1341868,19718,29.36,7.88,3.18,6278,1476.166667
MGI:MGI:1915599,68349,23.63,12.13,1.85,1753.5,697.5
MGI:MGI:88329,12490,NA,20.14,NA,19473.5,2171.75
MGI:MGI:1915202,67952,NA,11.8,NA,10336.5,2680
MGI:MGI:2137677,14057,19.48,8.62,1.97,33691,2783
MGI:MGI:1915229,67979,23.24,7.47,2.62,36923,2813
MGI:MGI:1891692,74326,37.67,9.38,3.57,14962.5,3611.666667
MGI:MGI:1929721,59014,28.77,4.67,4.82,0,2048
MGI:MGI:1343095,18117,8.44,17.68,0.51,8081,1598.875
MGI:MGI:1096380,19171,29.49,19.02,1.71,755,798.8571429
MGI:MGI:1933378,59001,45.07,7.74,5.15,464,1380.333333
MGI:MGI:1927243,56044,11.92,16.06,0.77,57839.5,1673.5
MGI:MGI:1339973,16201,23.45,8.13,2.47,17222.5,2173.666667
MGI:MGI:1344588,18777,13.72,15.55,0.9,20477,1373.777778
MGI:MGI:1923422,109042,32.39,9.91,2.93,556,1662
MGI:MGI:1921262,74012,8.5,4.73,1.41,0,6793
MGI:MGI:2384801,209318,NA,NA,NA,762.5,1387.25
MGI:MGI:1915749,68499,32.18,7.53,3.61,157.5,702.5
MGI:MGI:108411,19082,NA,9.52,NA,11384.5,799.5
MGI:MGI:1913787,66537,NA,10.47,NA,8610.5,1133.833333
MGI:MGI:1926080,78830,12.22,15.89,0.79,47035.5,1670.714286
MGI:MGI:1328324,20973,NA,12.35,NA,1594,847.5714286
MGI:MGI:107164,19055,37.17,7.28,4.29,64397.5,1584.666667
MGI:MGI:1915452,68202,53.35,10.93,4.53,6087.5,519
MGI:MGI:98180,20133,66.28,16.01,4.27,14147,1596.75
MGI:MGI:107686,17992,293.66,17.7,17.8,6626,634.2
MGI:MGI:1858213,53895,35.21,11.79,2.8,4901,983
MGI:MGI:1915862,68612,51.32,7.65,5.7,4386,1579
MGI:MGI:1346340,23942,52.97,8.5,5.41,3889.5,1136.833333
MGI:MGI:1916334,108707,22.5,6.88,2.71,22540,1320.666667
MGI:MGI:1914272,229211,10.4,12.95,0.77,11810.5,1332.1
MGI:MGI:1915074,67824,16.67,10.38,1.46,4485,1378.333333
MGI:MGI:96904,17113,49.51,13.33,3.62,5630.5,2676.666667
MGI:MGI:1914457,67207,5.89,12.42,0.45,15974,1069.5
MGI:MGI:109369,15441,32.61,9.22,3.12,13783,2198
MGI:MGI:1914395,67145,NA,NA,NA,12897,2104.666667
MGI:MGI:1913412,66162,75.71,12.61,5.74,178.5,813.5
MGI:MGI:2681523,238799,39.25,11.98,3.09,29168,4234.666667
MGI:MGI:1354165,50492,30.09,15.84,1.95,4985,1368.6
MGI:MGI:1309992,109857,12.53,8.15,1.32,6564,936.5
MGI:MGI:2442637,230753,38.92,8.18,4.09,21233,1068.666667
MGI:MGI:2179381,192159,106.48,17.85,6.41,8079.5,4695.75
MGI:MGI:894326,11973,28.59,9.47,2.67,9814,1109.5
MGI:MGI:1202400,20924,61.02,11.43,4.97,12455,2219.5
MGI:MGI:96567,23917,28.58,13.46,2.07,11003.5,1607.9
MGI:MGI:3026965,215999,14.01,4.34,2.32,90091.5,1704.6
MGI:MGI:104912,20222,41.02,8.92,4.02,2652.5,1023.5
MGI:MGI:90169,28200,8.99,11.46,0.73,6253.5,770.75
MGI:MGI:1913850,56615,18.12,14.17,1.28,11425.5,784.25
MGI:MGI:1915140,67890,10.16,12.27,0.79,4462.5,1397
MGI:MGI:88564,13039,485.21,18.41,28.9,3228.5,1608.714286
MGI:MGI:1890695,56382,NA,3.08,NA,19038.5,905
MGI:MGI:1914708,67458,46.26,19.32,2.65,54331,1374.428571
MGI:MGI:1338779,19291,15.05,3.04,3.71,0,4186
MGI:MGI:108093,12122,21.65,6.29,2.81,15920,1232
MGI:MGI:1914934,67684,23.04,6.14,3.08,15725.5,1901.1
MGI:MGI:1341092,14201,33.37,5.18,5.13,6241.5,1254.666667
MGI:MGI:1100499,20479,14.71,7.27,1.7,16344.5,1972.166667
MGI:MGI:1914328,67078,29.14,7.83,3.17,92,2627
MGI:MGI:1914278,67028,2.99,17.22,0.18,16551,3397.5
MGI:MGI:1929538,65111,12.22,21.97,0.65,14573,1222.4
MGI:MGI:98388,20742,47.85,19.54,2.74,155528.5,5587.714286
MGI:MGI:2443699,320267,16.82,10.22,1.49,21964.5,1333.6
MGI:MGI:107995,19704,21.76,7.48,2.46,17152.5,4568
MGI:MGI:2448489,215436,NA,NA,NA,8787.5,2077.5
MGI:MGI:1924015,109154,37.66,18.83,2.2,5840,3230
MGI:MGI:1858419,53414,17.16,13.87,1.22,8308,3854
MGI:MGI:1931744,80914,54.8,6.3,7.11,52226.5,1319.714286
MGI:MGI:1929485,65102,13.75,7.33,1.57,8907,1501.571429
MGI:MGI:1916452,69202,91.29,26.38,4.53,1845.5,684.4
MGI:MGI:104772,12566,NA,4.72,NA,3749,2091.166667
MGI:MGI:104767,625249,50.43,17.52,3.13,4240.5,677.7142857
MGI:MGI:1919942,72692,50.43,17.52,3.13,18873.5,3024.285714
MGI:MGI:2385311,235339,7.53,15.76,0.49,13225,1175.5
MGI:MGI:1336201,20610,62.94,14.57,4.32,5934.5,1150.857143
MGI:MGI:99851,12400,22.75,7.89,2.46,33465,1744.428571
MGI:MGI:108396,21915,30.78,7.16,3.61,4571.5,943.75
MGI:MGI:88271,12359,11.94,12.82,0.92,29225.5,1696
MGI:MGI:88348,12527,166.13,14.86,11.32,16710.5,972.6666667
MGI:MGI:97751,19038,39.35,11.45,3.2,10381,1286
MGI:MGI:1921633,74383,55.42,11.91,4.38,25884.5,2245.684211
MGI:MGI:1354367,50529,42.77,10.06,3.82,1856.5,1267
MGI:MGI:1860456,74551,13.22,12.77,1.22,3666,1870
MGI:MGI:1913585,66335,39.28,11.94,3.1,15777,1366.285714
MGI:MGI:106572,27993,21.22,11.84,1.68,3691,1574.833333
MGI:MGI:1860263,56088,17.8,12.7,1.35,5682,786.75
MGI:MGI:88338,12505,69.63,10.99,5.83,66265,2793.333333
MGI:MGI:2684864,237823,11.06,5.99,1.5,12879.5,2704
MGI:MGI:1913806,66556,95.34,19.32,5.5,529.5,780.6
MGI:MGI:1095403,22668,46.67,10.58,4.03,5563.5,1484.333333
MGI:MGI:1915009,67759,11.73,9,1.14,7461,735.5
MGI:MGI:1914290,67040,22.63,11.04,1.89,11676,3914.5
MGI:MGI:1354954,50773,30.19,7.64,3.35,401,671
MGI:MGI:1315195,14791,60.19,8.12,6.35,6640.5,777.4
MGI:MGI:1858313,50995,49.64,11.5,4.02,16364,871.875
MGI:MGI:1915691,68441,37.31,6.82,4.53,0,1618
MGI:MGI:3038613,245670,37.31,6.82,4.53,21029.5,1552.5
MGI:MGI:1928396,56426,7.63,6.26,1,30674,873.3333333
MGI:MGI:97887,19684,36.45,13.2,2.69,31417,3337.666667
MGI:MGI:104630,22375,22.84,8.5,2.33,18707.5,1791.857143
MGI:MGI:1916083,68833,35.3,9.83,3.21,4130,1457.75
MGI:MGI:1917497,70247,76.58,19.69,4.35,5046,1189.5
MGI:MGI:1928373,56354,37.76,9.67,3.49,10892,977.5
MGI:MGI:2441856,319322,74.49,15.86,4.84,18302,3231
MGI:MGI:700012,20409,20.23,17.34,1.24,43669,2019.333333
MGI:MGI:1913948,432508,11.2,10.6,0.96,19616.5,2383
MGI:MGI:1923531,76281,14.66,8.95,1.43,3586,1427.25
MGI:MGI:1922028,74778,67.53,9.23,6.47,3859,1378.4
MGI:MGI:104878,19084,73.32,16.63,4.61,2454,1703.2
MGI:MGI:1350921,27055,65.14,27.42,3.07,22535,1779
MGI:MGI:1914455,67205,27.35,5.53,3.96,12284,2805.5
MGI:MGI:1914059,66809,NA,NA,NA,7821,1927
MGI:MGI:1918944,226432,28.76,16.39,1.83,31760,1622.642857
MGI:MGI:1913986,66736,23.88,9.03,2.35,32074,1389.5
MGI:MGI:1098242,12183,34.9,6.66,4.32,18649,1175.4
MGI:MGI:1917374,217333,25.45,5,4.03,9873,1211
MGI:MGI:1353654,30930,18.04,12.81,1.36,23311,2013.25
MGI:MGI:1914298,67048,6.57,11.87,0.52,3910,3231.4
MGI:MGI:1913699,66449,NA,NA,NA,630.5,461
MGI:MGI:1278328,13437,14.14,14.75,0.91,3837.5,1250.5
MGI:MGI:1349400,26894,30.72,10.05,2.75,3135.5,875.5714286
MGI:MGI:2144013,103573,30.89,7.84,3.35,19261,3369.857143
MGI:MGI:1927241,57750,11.5,12.85,0.87,10546,2425.75
MGI:MGI:1915434,68184,56.49,10.25,4.98,19098,980.5
MGI:MGI:97836,110391,20.35,16.68,1.28,10586,987.9
MGI:MGI:1919060,71810,38.04,8.08,4.03,19080.5,1810.125
MGI:MGI:1923580,109079,9.2,10.47,0.8,22043.5,2393.25
MGI:MGI:87948,11566,24.73,8.45,2.53,25465,2191
MGI:MGI:1914164,66914,58.58,11.15,4.85,2951,1353.4
MGI:MGI:1925141,77891,NA,7.41,12.95,8903,805
MGI:MGI:1928898,59025,15.64,13.48,1.13,18791.5,1361.2
MGI:MGI:96610,16412,NA,19.17,NA,25539,2020.75
MGI:MGI:1919907,72657,65.7,11.39,5.37,528.5,612
MGI:MGI:1333864,68463,43.32,11.69,3.47,7002,562
MGI:MGI:2683538,380840,2.7,9.49,0.25,137046,2086
MGI:MGI:1929865,59027,10.2,16.89,0.95,16220,1987.333333
MGI:MGI:1277120,99889,13.34,8.88,1.31,83595,2192.25
MGI:MGI:88250,109624,165.47,14.66,11.34,86918.5,1932.3125
MGI:MGI:1929289,56436,63.64,7.12,7.49,1741,1389.428571
MGI:MGI:1915592,68342,67.11,15.57,4.41,678.5,598.5
MGI:MGI:1919401,72151,28.6,6.59,3.58,5071,1535.666667
MGI:MGI:1915528,68278,45.31,10.93,3.82,3720,2193.428571
MGI:MGI:1926144,78894,18.35,10,2.06,19613,854.6666667
MGI:MGI:107422,18415,38.89,14.26,2.73,6991.5,2340.125
MGI:MGI:1919439,224727,51.72,16.44,3.28,4289,1687.375
MGI:MGI:2386621,266692,20.95,10.06,1.87,28340,1499.36
MGI:MGI:1913504,66254,NA,7.02,NA,5005.5,1700
MGI:MGI:107891,110109,52.27,6.53,6.58,6170.5,1588
MGI:MGI:1915094,67844,10.17,7.67,1.12,11020,1605.5
MGI:MGI:1926081,103425,61.6,17.65,3.74,4783,1133.444444
MGI:MGI:1914167,66917,18.44,7.9,2,11199.5,1223.222222
MGI:MGI:98254,20280,9.35,22.84,0.49,57108.5,987.7777778
MGI:MGI:1915955,68705,10.4,8.65,1.05,112462,1467
MGI:MGI:1345963,23789,52.82,12.87,3.95,1352,716.2222222
MGI:MGI:97876,19659,8.01,38.76,0.32,20963,2652
MGI:MGI:1278344,18082,9.56,10.79,0.95,9402,921.3333333
MGI:MGI:1916216,68966,15.41,6.36,1.98,3894.5,586.25
MGI:MGI:104560,18195,23.08,15.31,1.54,70150,1336.8
MGI:MGI:1921173,68944,7.1,24.74,0.35,18349.5,1815.25
MGI:MGI:2179733,246221,6.85,14.37,0.48,3006,1128.5
MGI:MGI:1346006,110854,43.78,18.45,2.58,14803.5,1282.153846
MGI:MGI:1916428,69178,36.08,7.01,4.28,9528,1029
MGI:MGI:1917128,69878,10.28,10.63,0.88,5817,861
MGI:MGI:1917826,269061,25.13,5.33,3.75,18888,3604
MGI:MGI:1891750,56309,7.77,6.25,1.02,5680,982.75
MGI:MGI:97757,19075,34.54,6.13,4.58,7904,1565.2
MGI:MGI:2446242,233871,47.3,6.83,5.74,5073,2616.666667
MGI:MGI:1916095,68845,19.04,12.84,1.43,2401.5,678.3333333
MGI:MGI:95773,14679,40.29,9.26,3.84,35605,3262
MGI:MGI:2137215,66419,24.97,7.58,2.8,1808,2882
MGI:MGI:107470,17089,39.79,10.85,3.5,6682.5,861.6363636
MGI:MGI:2442264,319554,NA,NA,NA,3266.5,1171.6
MGI:MGI:1888981,104444,34.07,14.66,2.33,8074,707.3
MGI:MGI:3629975,406222,NA,NA,NA,7627.5,1539
MGI:MGI:1858751,54170,27.68,8.22,2.89,15312.5,1432.2
MGI:MGI:1098604,52187,27.68,8.22,2.89,34284,4651.5
MGI:MGI:107912,20833,105.04,13.97,7.42,3808.5,1283.666667
MGI:MGI:1929095,56041,41.65,11.53,3.37,40808,2862.4
MGI:MGI:2141291,231889,NA,NA,NA,4748,664.1428571
MGI:MGI:1344370,68197,45.85,13.5,3.33,6812.5,576.5
MGI:MGI:1333795,66661,27.53,11.15,2.28,11078.5,1364
MGI:MGI:2384959,217370,NA,4.76,NA,3172.5,1312.5
MGI:MGI:1920274,73024,35.51,10.59,3.06,11340,5826
MGI:MGI:1920150,72900,25.61,15.54,1.68,17376.5,952.75
MGI:MGI:109207,13690,114.76,18.77,6.72,3914,1316.285714
MGI:MGI:1915148,67898,15.66,8.8,1.55,21345.5,1733
MGI:MGI:2140945,100710,NA,13.4,NA,65814.5,3669.625
MGI:MGI:95405,13849,23.75,24.95,1.33,21720.5,1179
MGI:MGI:1346865,26416,20.41,6.56,2.56,28873,2148.2
MGI:MGI:1338041,21787,26.93,9.15,2.59,18195,836.5
MGI:MGI:1915088,67838,16.33,20.3,0.91,7459,1661.75
MGI:MGI:1913745,66495,31.35,9.67,2.89,8818,763
MGI:MGI:1913358,66108,43.29,17.47,2.64,15223.5,1200.666667
MGI:MGI:1891207,114863,7.73,7.06,0.92,5404.5,1595.461538
MGI:MGI:2443114,207214,NA,4.36,NA,23897.5,2803.111111
MGI:MGI:97178,17758,25.15,15.88,1.63,74174.5,2368.941176
MGI:MGI:1913635,66385,8.29,13.57,0.6,14280.5,3797.333333
MGI:MGI:1858257,50997,1.88,7.64,0.21,17405.5,1637.666667
MGI:MGI:1913883,59050,NA,NA,NA,3968,1926.666667
MGI:MGI:1341265,108058,17.7,8.79,1.76,62286.5,2435.269231
MGI:MGI:1339795,13006,25.64,9.3,2.45,20670.5,2005.666667
MGI:MGI:1096360,12476,NA,16.51,NA,656,1015.555556
MGI:MGI:1913623,66373,NA,15.17,1.51,3150,461.4
MGI:MGI:2158400,216156,14.71,10.99,1.23,3111.5,1510
MGI:MGI:2141989,101612,36.63,6.89,4.42,3859,1626
MGI:MGI:107810,21780,12.03,8.14,1.27,8052.5,1382.6
MGI:MGI:88467,12842,589.1,33.14,25.52,5594,1780.75
MGI:MGI:106354,28084,25.44,10.5,2.2,8140.5,911.25
MGI:MGI:2137211,78523,31.81,7.7,3.5,4472.5,1328.333333
MGI:MGI:1914818,67568,87.71,9.94,7.91,258,1648
MGI:MGI:1915070,103694,16.4,11.27,1.35,1541,1143.666667
MGI:MGI:107565,17276,NA,NA,NA,NA,NaN
MGI:MGI:1201778,11972,19.9,14.2,1.39,24140.5,1064
MGI:MGI:99513,20324,15.82,9.44,1.52,10780,3055
MGI:MGI:95698,14583,14.85,11.12,1.23,10099.5,2030.166667
MGI:MGI:1861622,56752,11.86,18.57,0.7,9174.5,1196.5
MGI:MGI:2655711,68272,19.06,14.23,1.34,19656.5,1553
MGI:MGI:107301,28018,12.65,9.45,1.19,9642.5,2471.8
MGI:MGI:2137336,108100,NA,6,NA,30255,1934.555556
MGI:MGI:97828,110078,19.51,17.02,1.21,21415.5,1339.2
MGI:MGI:107788,11933,73.68,12.02,5.79,16544,937.6666667
MGI:MGI:2385112,226646,58.9,15.52,3.88,6096.5,1035.125
MGI:MGI:1914715,67465,25.02,10.52,2.17,9149,1956.5
MGI:MGI:700006,13169,26.35,13.66,1.89,10139.5,1978
MGI:MGI:1097161,12018,42.04,11.21,3.49,6204.5,1300.75
MGI:MGI:2144831,100041194,NA,NA,NA,NA,NaN
MGI:MGI:1932395,81910,44.46,16.25,2.93,13274.5,1822.375
MGI:MGI:109622,11632,44.73,13.18,3.29,7109.5,872
MGI:MGI:1922471,75221,35.2,13.65,2.53,18376,2683
MGI:MGI:1913419,66169,21.85,13.84,1.57,4093,1125
MGI:MGI:1913895,66645,7.98,11.37,0.65,40981,2026.5
MGI:MGI:1915896,68646,11.27,11.26,0.93,19423,1749.692308
MGI:MGI:1931144,57342,56.6,20.96,3.09,84979.5,2872.8
MGI:MGI:109582,20022,56.19,8.8,5.57,5477,673.3333333
MGI:MGI:1351626,108160,21.03,13.19,1.63,2932,1223
MGI:MGI:1915107,67857,13.17,5.85,1.82,26767,1618
MGI:MGI:1913275,59028,30.38,6.66,3.76,40666,1803
MGI:MGI:107380,216873,30.93,6.31,4.07,4452.5,808.75
MGI:MGI:1351861,28295,11.01,9.21,1.05,4126,980.6
MGI:MGI:104606,19376,45.48,9.52,4.25,1310,952.7777778
MGI:MGI:98810,22004,NA,NA,NA,5440,1286.666667
MGI:MGI:103079,19290,8.16,3.9,1.61,5482,3145
MGI:MGI:1913866,66616,73.3,8.41,7.53,67725,1977.5
MGI:MGI:1916966,69716,18.21,8.13,1.92,14575.5,1750
MGI:MGI:95804,14782,20.07,9.55,1.87,18631.5,1246
MGI:MGI:1914603,106572,34.72,11.41,2.83,84185.5,2014
MGI:MGI:2443258,65964,18.38,5.52,2.68,105483,2350.666667
MGI:MGI:1345283,13358,15.03,18.74,0.98,832,844.5
MGI:MGI:2385884,228889,47.96,10.06,4.29,8695,1240.166667
MGI:MGI:2147437,107094,16.78,11.36,1.37,28983,4319
MGI:MGI:107438,12283,20.47,8.11,2.16,53908.5,1797.75
MGI:MGI:1914670,67420,26.47,9.55,2.48,27149,1856.363636
MGI:MGI:1924143,76893,91.57,11.83,7.27,3239,975.8888889
MGI:MGI:1913480,66230,14.42,11.14,1.2,120990,783
MGI:MGI:2384993,218693,NA,12.12,NA,13975.5,1332.75
MGI:MGI:1917110,69860,30.48,8.72,3.04,2230,2469
MGI:MGI:2138281,98386,16.02,8.42,1.64,13581.5,1167.25
MGI:MGI:1915120,67870,19.46,8.22,2.04,14213,1179.25
MGI:MGI:1915087,226591,5.42,11.26,0.45,14251,1386.6
MGI:MGI:2448759,321022,49.13,6.89,5.93,9003.5,2599.833333
MGI:MGI:1919055,71805,28.55,13.34,2.08,52360,1707.5
MGI:MGI:1343262,21856,23.38,6.84,2.83,10296,1114.222222
MGI:MGI:2140494,100336,26.46,5.11,4.1,11080.5,1036.8
MGI:MGI:1914179,66929,20.98,6.74,2.58,7795,989.6666667
MGI:MGI:1913462,66212,101.78,14.67,6.95,6571,535.25
MGI:MGI:1913788,66538,52.73,7.73,5.79,2808.5,609.3333333
MGI:MGI:NA,70.88,9.53,6.61,MGI:MGI:NA,NA,NaN
MGI:MGI:109638,12729,47.71,10.11,4.26,18200,948.5
MGI:MGI:1920895,212880,19.02,19.26,1.11,23144,4288
MGI:MGI:1917670,70420,14.39,13.39,1.05,7722,2277
MGI:MGI:2445003,228359,23.68,14.02,1.67,9799.5,1763.666667
MGI:MGI:1344345,24061,37.71,18.35,2.27,9038,1473.666667
MGI:MGI:1351500,18226,41.82,4.17,7.74,10966,1778.6
MGI:MGI:105941,17524,36.65,15.28,2.44,11757.5,1089.2
MGI:MGI:2443241,227197,19.66,13.42,1.43,18107.5,1162.636364
MGI:MGI:107749,21985,20.76,14.79,1.41,64659,1542.818182
MGI:MGI:1891112,218138,17,16.98,1.35,315230,1185.75
MGI:MGI:1914289,67039,22.94,7.8,2.53,21786.5,1379.4
MGI:MGI:1919214,108888,NA,9.04,NA,11301,919.2222222
MGI:MGI:1344347,24071,2.47,17.89,0.15,29127.5,2112.4
MGI:MGI:1913604,66354,27.87,8.67,2.8,20133,2232
MGI:MGI:1917447,217337,NA,8.23,NA,19240,1884.5
MGI:MGI:1203500,18114,81.49,15.13,5.52,6237,962.5
MGI:MGI:1917349,70099,24.05,8.94,2.37,13762.5,1602.727273
MGI:MGI:2385079,225887,40.45,14.31,2.81,2885,963
MGI:MGI:88274,12385,62.84,16.12,4.04,132188,3698
MGI:MGI:107494,67938,64.31,12.64,4.87,14420.5,1016.8
MGI:MGI:104899,19070,10.38,7.66,1.15,17296.5,1622.428571
MGI:MGI:1914394,67144,NA,11.89,NA,14320.5,1558.125
MGI:MGI:2384313,27966,36.24,11.67,2.9,2781.5,818.5
MGI:MGI:2443767,223921,NA,10.78,NA,5206,989.3076923
MGI:MGI:2385189,229877,24.9,12.07,1.95,85039,2300.444444
MGI:MGI:1203524,20588,31.02,14.89,2.1,15534,2763.875
MGI:MGI:700010,20405,22.65,6.9,2.72,17875.5,1724
MGI:MGI:1340806,11545,36.57,18.35,2.16,5817.5,980
MGI:MGI:1354164,50497,28.39,8.66,2.85,11774.5,1508.125
MGI:MGI:1915553,68303,9.38,16.47,0.6,50884.5,1757
MGI:MGI:109153,16709,15.11,13.04,1.14,43152.5,3517.730769
MGI:MGI:1913618,66368,34.2,9.49,3.2,12751.5,909.6
MGI:MGI:87867,11364,NA,11.46,NA,11327,794
MGI:MGI:1913447,66197,38.85,5.59,5.57,4737,692
MGI:MGI:1921392,74142,40.61,15.28,2.7,8928.5,3656.5
MGI:MGI:1891763,56420,46.06,8.12,4.86,2735.5,875.3
MGI:MGI:1934950,93687,37.47,6.94,4.49,18390.5,2137.333333
MGI:MGI:1346868,26397,62.41,7.79,6.83,9570.5,1231.5
MGI:MGI:1917302,70052,6.59,6.1,0.88,6773.5,3067.5
MGI:MGI:1920460,269113,18.95,5.48,2.76,10390.5,743.875
MGI:MGI:1345186,104184,21.73,10.42,1.86,14721.5,1251.222222
MGI:MGI:1354385,50527,22.03,13.46,2.16,15664,1166.5
MGI:MGI:1859607,54637,17.43,12.94,1.3,2001,1041.5
MGI:MGI:1914854,67604,43.78,12.9,3.28,8613,1063.333333
MGI:MGI:1346859,26417,43.26,11.46,3.53,2291,960.25
MGI:MGI:1913344,66094,NA,NA,NA,1024,662.3333333
MGI:MGI:97402,18263,177.08,16.34,11.27,2082.5,1114.125
MGI:MGI:1889844,58911,10.82,14.38,0.75,41742,968.5
MGI:MGI:1917507,70257,90.32,10.89,7.62,2232,458
MGI:MGI:1929242,56357,9.48,13.91,0.81,9045.5,1061.75
MGI:MGI:1924836,270685,NA,NA,NA,97653.5,2895.25
MGI:MGI:1915265,68015,22.48,11.63,1.81,23707,955.25
MGI:MGI:1922847,75597,NA,12.8,NA,115706.5,972
MGI:MGI:108481,11744,12.03,20.3,0.67,42072,2348.75
MGI:MGI:2147598,107242,35.92,5.71,5.07,635,1522
MGI:MGI:1916513,69263,NA,6.91,NA,4113,1117.857143
MGI:MGI:88470,12846,34.01,10.96,2.85,3310,1496
MGI:MGI:1916858,69608,45.58,10.06,4.08,47460.5,1510.833333
MGI:MGI:1933972,101214,48.6,5.73,6.82,17688,2176.5
MGI:MGI:1913664,66414,74.89,16.67,4.72,12696,872.5
MGI:MGI:98926,22329,47.02,9.98,4.24,9916.5,2250
MGI:MGI:2178445,235036,51.88,5.28,7.82,1261.5,1105.333333
MGI:MGI:1919230,65961,31.4,5.37,4.69,0,1629
MGI:MGI:1928140,64658,9.66,10.09,0.86,6729.5,2424.666667
MGI:MGI:1929274,56372,71.69,10.59,6.17,36153.5,1103.833333
MGI:MGI:2137218,68537,92.78,10.88,7.82,12170,1862.4
MGI:MGI:1342295,13046,29.85,7.4,3.39,23709,4217.5
MGI:MGI:1353424,30057,49.21,11.97,3.87,893,518
MGI:MGI:96602,16400,89.07,17.22,5.49,16588.5,2715.166667
MGI:MGI:1923576,109075,24.52,8.01,2.62,1351,1270.666667
MGI:MGI:1920196,72946,NA,10.83,NA,3723,2012.25
MGI:MGI:1891840,433702,41.86,14.9,2.84,18392,1421.666667
MGI:MGI:2443665,101706,37,15.1,2.5,34250.5,2389.375
MGI:MGI:104769,14230,63.41,17.96,3.8,3520,1297.2
MGI:MGI:107913,21843,11.3,9.43,1.06,8901,1779.615385
MGI:MGI:2388287,264895,4.25,11.51,0.29,36083.5,1253.75
MGI:MGI:104592,17876,14.87,6.56,1.87,11550,2385.111111
MGI:MGI:1913495,66245,21.45,15.5,1.41,14708.5,787.8333333
MGI:MGI:1917475,70225,17.39,8.37,1.79,9793.5,770.25
MGI:MGI:1916403,234388,37.48,18.74,2.22,3661,891.5
MGI:MGI:1338800,23827,NA,9.82,NA,18747.5,1062
MGI:MGI:1922845,72083,9.43,13.08,0.7,14017,867.75
MGI:MGI:104632,22214,8.15,8.89,0.8,85322,1763.75
MGI:MGI:1917162,69912,13.29,6.34,1.71,6921.5,1057.25
MGI:MGI:1922066,108989,31.8,20.7,1.79,25120,1967.928571
MGI:MGI:2146370,106143,13.5,7.01,1.61,2806,2592.5
MGI:MGI:1924233,76983,16.91,12.33,1.31,31517.5,2657.5
MGI:MGI:2443487,328162,11.14,5.71,1.57,1291,1414
MGI:MGI:1914536,67286,15.7,8.35,1.62,2142.5,1070.4
MGI:MGI:1919519,72269,10.57,10.96,0.98,16562.5,783
MGI:MGI:1858898,53380,17.97,11.1,1.5,6870.5,1410
MGI:MGI:1197010,22218,51.76,11.28,4.26,54858.5,776
MGI:MGI:107363,20910,17.52,12.08,1.37,42565.5,2908
MGI:MGI:1927204,56494,25.97,9.52,2.42,17816.5,1742.333333
MGI:MGI:1924555,77305,18.14,6.46,2.3,12857,1202.8
MGI:MGI:1195267,16202,69.4,12.45,5.31,2456,1074.083333
MGI:MGI:2144566,104662,56.59,5.87,7.78,3842.5,1522.857143
MGI:MGI:95766,14672,28.64,13.3,2.09,7363,1763
MGI:MGI:102959,22209,14.58,15.29,0.97,4686,876.375
MGI:MGI:1928141,64659,12.21,15.33,0.81,3827.5,1486.666667
MGI:MGI:101761,15364,82.21,5.51,11.96,57049.5,3636.333333
MGI:MGI:1918850,229096,19.18,4.89,3.09,28707.5,3487.5
MGI:MGI:1336172,21372,36.45,7.87,3.94,145828,4422.5
MGI:MGI:1261820,71902,8.07,12.15,0.63,27528,2448.75
MGI:MGI:1914523,67273,44.9,14.2,3.14,19405,862.7142857
MGI:MGI:96745,16783,212.13,22.98,10.98,7017.5,1423.5
MGI:MGI:1922901,107047,13.43,7.28,1.55,11505,1059
MGI:MGI:107892,27999,23.94,11.82,1.91,33912.5,1355
MGI:MGI:106095,17938,6.63,14.15,0.47,9216,3815
MGI:MGI:98643,21648,NA,NA,NA,5414,771
MGI:MGI:3780996,100040531,NA,NA,NA,5806,2538.75
MGI:MGI:3807476,100040563,NA,NA,NA,3360.5,584
MGI:MGI:1306775,20916,12.06,10.7,1.05,17381,1049.666667
MGI:MGI:1913371,66121,24.81,8.29,2.58,758,511.6
MGI:MGI:2684929,223499,57.62,8.59,5.83,16929.5,2836
MGI:MGI:1917328,70078,10.92,13.38,0.8,3960.5,806.7142857
MGI:MGI:1919420,72170,20.8,5.75,2.91,7903,3472
MGI:MGI:2387215,244373,9.15,16.21,0.59,4702.5,1137.666667
MGI:MGI:1916321,69071,56.6,11.31,6.01,7586,1375
MGI:MGI:1927947,93684,99.35,18.45,5.86,21606,1053.75
MGI:MGI:1921084,73834,16.91,8.41,1.74,9844,1364.25
