gi,est_hits,introns,intronsize,exonsize,avgintronsize
14760116,32,10,5114,2172,511.4
11434714,30,6,59637,2172,9939.5
14740919,28,23,46246,2172,2010.695652
11426510,104,10,21671,2169,2167.1
7706517,87,10,13290,2169,1329
7705975,57,3,893,2169,297.6666667
18562140,28,20,55191,2169,2759.55
4505133,177,11,19532,2166,1775.636364
18599482,110,12,36988,2166,3082.333333
13994230,78,15,32116,2166,2141.066667
14785244,69,4,16382,2166,4095.5
5453726,55,26,83984,2166,3230.153846
18584435,25,18,56540,2166,3141.111111
13376798,22,2,6472,2166,3236
18555580,21,11,70414,2166,6401.272727
14785127,21,12,21383,2166,1781.916667
7705292,96,10,30530,2163,3053
14728545,89,13,30745,2163,2365
13652763,46,10,29736,2160,2973.6
13994282,34,13,37822,2160,2909.384615
14750657,21,7,5838,2160,834
17450055,78,17,17491,2157,1028.882353
13899229,47,11,7607,2157,691.5454545
8922605,34,18,46699,2157,2594.388889
14165274,27,22,160418,2157,7291.727273
18563904,113,12,36751,2154,3062.583333
4557495,78,20,74119,2154,3705.95
17450863,66,8,62611,2154,7826.375
14778953,66,16,14240,2154,890
17482760,64,21,10056,2154,478.8571429
13270467,52,19,30923,2154,1627.526316
14733202,102,14,12414,2151,886.7142857
18553056,123,15,29395,2148,1959.666667
13654783,85,14,58604,2148,4186
14755524,53,3,16589,2148,5529.666667
6005848,47,9,22705,2148,2522.777778
15310986,41,10,24819,2148,2481.9
6912504,26,8,84216,2148,10527
13569948,41,17,16044,2147,943.7647059
14777200,69,12,7542,2145,628.5
16160949,59,1,3180,2142,3180
5453623,39,20,9892,2142,494.6
14773263,24,13,10307,2142,792.8461538
11421276,20,0,0,2142,0
17986254,111,17,45696,2141,2688
18601079,189,17,53176,2139,3128
4504717,188,13,5841,2139,449.3076923
14742125,75,12,50083,2139,4173.583333
4504865,123,19,8492,2136,446.9473684
18603287,120,17,25293,2136,1487.823529
15300478,109,17,36848,2136,2167.529412
18585664,95,14,46531,2136,3323.642857
4885433,73,11,17787,2136,1617
18601860,46,15,32778,2136,2185.2
18553840,41,14,58975,2136,4212.5
13648677,36,13,37348,2136,2872.923077
18573913,84,8,21690,2133,2711.25
18578260,38,23,9308,2133,404.6956522
6912242,45,21,40019,2130,1905.666667
6005820,22,13,51095,2130,3930.384615
8922477,84,19,28643,2127,1507.526316
16157382,52,8,43136,2127,5392
5031923,40,18,70586,2127,3921.444444
14751040,37,0,0,2127,0
14747450,36,8,40386,2127,5048.25
14150009,21,0,0,2127,0
18544047,20,0,0,2127,0
14783734,114,16,138986,2124,8686.625
4826836,110,12,5342,2124,445.1666667
14748494,85,11,22945,2124,2085.909091
16117781,48,10,87110,2124,8711
9943848,177,13,30870,2121,2374.615385
14760659,90,15,29216,2121,1947.733333
17447508,74,7,9129,2121,1304.142857
14753738,56,13,33360,2121,2566.153846
18590228,53,14,10677,2121,762.6428571
17459152,23,13,6412,2121,493.2307692
13639549,124,16,22809,2118,1425.5625
5902132,30,12,44771,2118,3730.916667
14771234,25,8,58151,2118,7268.875
18591874,107,14,6669,2115,476.3571429
17459742,84,5,19073,2115,3814.6
12383066,60,8,36221,2115,4527.625
18572196,22,11,7669,2115,697.1818182
14149738,20,12,98452,2115,8204.333333
14754056,153,23,438905,2112,19082.82609
11559921,53,11,24059,2112,2187.181818
11345468,29,21,74106,2112,3528.857143
14772625,64,6,6203,2109,1033.833333
13628366,76,18,33147,2106,1841.5
8923896,75,17,48496,2106,2852.705882
14743150,32,11,36204,2106,3291.272727
18600371,26,10,5198,2106,519.8
13775210,21,7,22853,2106,3264.714286
6857804,37,15,35772,2104,2384.8
18544586,63,15,45266,2103,3017.733333
14744290,62,17,23608,2103,1388.705882
14730277,36,12,89201,2103,7433.416667
13630530,21,18,39958,2103,2219.888889
18577367,35,14,323932,2100,23138
6912338,24,19,59689,2100,3141.526316
14150078,128,6,12051,2097,2008.5
16159539,79,19,44331,2097,2333.210526
17457778,44,11,31613,2097,2873.909091
16162848,42,18,99317,2097,5517.611111
14732353,33,0,0,2097,0
13376245,96,12,42198,2094,3516.5
8923194,75,10,10751,2094,1075.1
18570404,46,2,3605,2094,1802.5
13632582,43,17,102796,2094,6046.823529
17978469,24,9,33720,2092,3746.666667
14776428,150,19,12343,2091,649.6315789
18587497,87,15,9613,2091,640.8666667
16160592,28,14,249802,2091,17843
16191271,22,8,22316,2091,2789.5
14773843,24,3,27439,2088,9146.333333
14740764,23,20,244485,2088,12224.25
10864023,114,0,0,2082,0
17487921,92,12,92134,2082,7677.833333
14751665,57,5,37650,2082,7530
16306534,39,11,54719,2082,4974.454545
14767548,33,17,57262,2082,3368.352941
14733591,27,12,123024,2082,10252
18592265,24,12,42460,2082,3538.333333
9506615,47,16,39198,2079,2449.875
5031579,25,13,22764,2079,1751.076923
16173490,22,13,61895,2079,4761.153846
13376312,70,15,44578,2076,2971.866667
15305097,60,11,29545,2076,2685.909091
17463827,82,18,73671,2073,4092.833333
18577863,65,13,3916,2073,301.2307692
11421389,33,1,1075,2073,1075
18586839,28,15,21266,2073,1417.733333
18559008,20,11,12197,2073,1108.818182
14733021,20,11,12198,2073,1108.909091
17433930,120,23,29288,2070,1273.391304
18547630,25,31,14008,2070,451.8709677
14723947,20,15,45561,2070,3037.4
14784289,130,11,7165,2067,651.3636364
14752655,83,14,148967,2067,10640.5
4885419,46,9,6552,2067,728
13629834,42,3,9064,2067,3021.333333
13899225,33,17,48817,2067,2871.588235
9967094,32,11,33083,2067,3007.545455
18549938,27,23,76604,2067,3330.608696
4503851,26,9,151113,2065,16790.33333
14770762,182,12,32940,2064,2745
18569385,45,15,23878,2064,1591.866667
17443414,45,17,60719,2064,3571.705882
14730826,21,16,36917,2064,2307.3125
17478148,104,0,0,2061,0
4508035,48,3,11190,2061,3730
17483121,28,14,82843,2061,5917.357143
8923154,173,15,154726,2058,10315.06667
14730424,167,13,3345,2058,257.3076923
12728697,68,3,16992,2058,5664
14727121,48,9,43064,2058,4784.888889
18603017,27,14,70613,2058,5043.785714
14769152,107,18,18019,2055,1001.055556
18552574,91,4,17159,2055,4289.75
17921995,85,30,21529,2055,717.6333333
14751782,80,17,87392,2055,5140.705882
7662296,28,16,174370,2055,10898.125
13376441,24,7,14374,2055,2053.428571
14149801,20,0,0,2055,0
18587265,20,16,21618,2055,1351.125
4758556,150,14,26030,2052,1859.285714
14778135,102,18,38675,2052,2148.611111
14742319,78,19,29875,2052,1572.368421
14765990,71,15,100675,2052,6711.666667
17483438,32,6,20449,2052,3408.166667
5032241,29,5,4698,2052,939.6
18576074,25,10,54437,2052,5443.7
14730965,25,21,114299,2052,5442.809524
14765656,36,19,21331,2051,1122.684211
4826742,40,18,49641,2049,2757.833333
11429972,27,5,5778,2049,1155.6
17462242,80,10,17324,2046,1732.4
17472959,68,15,148303,2046,9886.866667
18559981,24,17,114000,2046,6705.882353
18572906,23,12,20836,2046,1736.333333
8923505,42,19,40991,2043,2157.421053
17486228,20,13,197031,2043,15156.23077
15321373,94,9,14175,2040,1575
4758644,61,18,36419,2040,2023.277778
13652314,26,11,8116,2037,737.8181818
4505535,39,10,11242,2036,1124.2
4502807,165,4,11390,2034,2847.5
14752325,128,18,66454,2034,3691.888889
14769762,108,6,6768,2034,1128
9558735,70,13,42389,2034,3260.692308
18604886,66,13,46577,2034,3582.846154
14750396,46,17,80124,2034,4713.176471
7662074,33,0,0,2034,0
14735945,99,16,11845,2031,740.3125
17483220,83,15,27674,2031,1844.933333
17475887,34,9,389519,2031,43279.88889
15314939,28,15,399868,2031,26657.86667
7657581,75,18,198822,2028,11045.66667
13375844,50,11,31534,2028,2866.727273
18546668,34,19,16832,2028,885.8947368
17941285,21,14,53754,2028,3839.571429
11425228,158,1,717,2025,717
18576110,89,13,53920,2025,4147.692308
5729734,85,11,29428,2025,2675.272727
8922409,61,17,68301,2025,4017.705882
4503739,30,1,101627,2022,101627
5174753,30,6,185137,2022,30856.16667
17490692,22,0,0,2022,0
8922583,82,2,5868,2019,2934
4507033,56,13,5406,2019,415.8461538
14771844,51,18,54769,2019,3042.722222
18571069,35,18,32126,2019,1784.777778
8922615,25,17,42734,2019,2513.764706
18574897,24,14,65210,2019,4657.857143
17446351,44,7,37747,2016,5392.428571
18578204,30,9,1932,2016,214.6666667
13642476,30,11,30249,2016,2749.909091
4506539,27,9,34518,2016,3835.333333
18556703,25,10,13483,2016,1348.3
11177860,21,1,13419,2016,13419
14734748,144,10,118067,2013,11806.7
17443066,137,13,13960,2013,1073.846154
14723412,71,14,10939,2013,781.3571429
15298466,70,15,190311,2013,12687.4
4502897,182,13,35519,2010,2732.230769
18586335,127,12,25834,2010,2152.833333
4506815,60,11,24922,2010,2265.636364
18549365,55,11,5113,2010,464.8181818
18549419,55,11,5112,2010,464.7272727
5729752,55,11,5123,2010,465.7272727
15300606,44,16,56407,2010,3525.4375
14737370,37,17,79926,2010,4701.529412
18602674,30,11,53129,2010,4829.909091
14764060,26,0,0,2010,0
14141170,38,17,5603,2007,329.5882353
7661652,24,1,10839,2007,10839
14774582,156,1,682,2004,682
4507399,79,17,354088,2004,20828.70588
14785144,56,17,31893,2004,1876.058824
18585263,32,12,230288,2001,19190.66667
16506295,79,14,25517,1999,1822.642857
13375809,75,15,37368,1998,2491.2
18581579,41,14,35155,1998,2511.071429
14756395,21,5,42277,1998,8455.4
12232451,73,15,49170,1995,3278
18579557,45,16,37542,1995,2346.375
14778853,40,12,51891,1995,4324.25
14755125,35,20,59740,1995,2987
4506415,57,20,20359,1992,1017.95
15296442,31,15,53283,1992,3552.2
11420255,23,7,12631,1992,1804.428571
11526279,100,12,24757,1989,2063.083333
13651143,96,16,11510,1989,719.375
12740808,38,14,69492,1989,4963.714286
11437198,32,1,4364,1989,4364
18584677,31,7,12085,1989,1726.428571
18571794,24,14,36218,1989,2587
14744337,39,14,162963,1986,11640.21429
18546968,34,12,211091,1986,17590.91667
14778663,153,12,24004,1983,2000.333333
18551819,110,17,47218,1983,2777.529412
18584593,54,6,14315,1983,2385.833333
13648110,24,0,0,1983,0
13626150,23,16,11236,1983,702.25
8923219,144,15,9515,1980,634.3333333
14757533,104,17,42656,1980,2509.176471
5902130,69,19,28646,1980,1507.684211
4557627,53,13,32955,1980,2535
13376355,44,11,26872,1980,2442.909091
4557377,42,17,23454,1980,1379.647059
18604054,197,19,6260,1977,329.4736842
8922726,64,16,119723,1977,7482.6875
17438011,59,4,14683,1977,3670.75
4501993,39,19,143467,1977,7550.894737
14776135,26,13,5190,1977,399.2307692
14762342,115,20,51494,1974,2574.7
12730728,23,11,104144,1974,9467.636364
4507049,37,10,19749,1973,1974.9
18603462,164,14,3054,1971,218.1428571
14770795,119,11,9227,1971,838.8181818
14775184,185,18,17793,1968,988.5
9257222,80,1,104724,1968,104724
7657039,63,5,74789,1968,14957.8
18602501,55,15,67512,1968,4500.8
14724925,52,14,45525,1968,3251.785714
14728787,32,6,109345,1968,18224.16667
14728293,22,9,29001,1968,3222.333333
8567418,21,0,0,1967,0
14769680,187,17,36611,1965,2153.588235
18573341,114,12,8147,1965,678.9166667
13630700,43,2,9169,1965,4584.5
16157669,61,16,290290,1962,18143.125
11427566,37,0,0,1962,0
14757438,22,11,167307,1962,15209.72727
13540576,133,9,105237,1956,11693
18584533,133,13,134125,1956,10317.30769
16157599,104,13,12796,1956,984.3076923
14762576,73,11,25617,1956,2328.818182
8924240,72,17,30565,1956,1797.941176
7661974,43,16,93732,1956,5858.25
18598301,20,9,34998,1953,3888.666667
14591904,68,13,27453,1950,2111.769231
17446778,61,19,31651,1950,1665.842105
18553698,53,0,0,1950,0
7662422,90,8,20328,1947,2541
18599919,34,12,101555,1947,8462.916667
14760863,25,13,37049,1947,2849.923077
18590424,97,16,8529,1944,533.0625
17458911,79,13,35112,1944,2700.923077
4505001,42,15,34760,1944,2317.333333
14775884,32,13,9738,1944,749.0769231
14765424,32,13,9731,1944,748.5384615
18589995,24,9,12432,1944,1381.333333
18574779,108,1,732,1941,732
4507917,46,10,12679,1941,1267.9
18579368,21,2,27780,1941,13890
18558871,74,13,38868,1940,2989.846154
18034692,67,14,87927,1940,6280.5
18604948,84,14,13231,1938,945.0714286
11432157,55,12,9071,1938,755.9166667
18579775,45,13,198220,1938,15247.69231
14752011,35,15,290950,1938,19396.66667
7669512,29,12,213606,1938,17800.5
18587103,20,12,37499,1938,3124.916667
6005784,118,12,36400,1935,3033.333333
16165272,108,11,12352,1935,1122.909091
17402900,103,19,28343,1935,1491.736842
17318569,82,8,3237,1935,404.625
17472155,61,3,2626,1935,875.3333333
11056036,54,13,17153,1935,1319.461538
13641847,32,8,10535,1935,1316.875
9506697,157,2,2666,1932,1333
18594389,57,16,158221,1932,9888.8125
18598919,55,7,39677,1932,5668.142857
7657550,39,16,54074,1932,3379.625
14745345,37,11,15449,1932,1404.454545
18562080,30,9,42687,1932,4743
18587209,29,14,15354,1932,1096.714286
17475278,25,13,197019,1932,15155.30769
14249428,39,14,73607,1930,5257.642857
17454433,162,24,111390,1929,4641.25
14730462,141,12,9554,1929,796.1666667
13376243,118,15,39176,1929,2611.733333
5174457,81,15,42991,1929,2866.066667
18587085,56,3,1981,1929,660.3333333
14740873,52,9,73546,1929,8171.777778
7706501,155,10,12413,1926,1241.3
14670362,46,3,16792,1926,5597.333333
13646412,46,9,24902,1926,2766.888889
7662468,21,8,49278,1926,6159.75
13186316,60,11,15457,1925,1405.181818
4885649,197,16,38898,1923,2431.125
4502025,167,9,13034,1923,1448.222222
14750965,163,9,7654,1923,850.4444444
18599431,91,11,33249,1923,3022.636364
12731793,73,10,70028,1923,7002.8
13646935,45,11,70936,1923,6448.727273
13641706,31,14,34572,1923,2469.428571
14772672,25,11,37083,1923,3371.181818
4505611,56,23,191536,1920,8327.652174
13650539,52,2,1056,1920,528
14739203,30,3,39333,1920,13111
11437503,155,13,2998,1917,230.6153846
18552731,144,16,62704,1917,3919
18572617,107,15,35439,1917,2362.6
17457501,76,5,2159,1917,431.8
5031869,50,15,64146,1917,4276.4
14727117,46,12,23094,1917,1924.5
14786592,37,11,252870,1917,22988.18182
17485144,28,12,9512,1917,792.6666667
4506819,22,11,4749,1917,431.7272727
13643657,56,15,44006,1914,2933.733333
14733950,150,16,32505,1911,2031.5625
16162323,122,14,49992,1911,3570.857143
14727197,64,16,32953,1911,2059.5625
4759328,27,13,18532,1911,1425.538462
18578670,27,18,41123,1911,2284.611111
6005912,71,1,10613,1909,10613
13376687,52,12,27126,1908,2260.5
10863879,47,11,4323,1908,393
18572794,47,12,49818,1908,4151.5
14735639,47,12,49818,1908,4151.5
14777542,28,3,856,1908,285.3333333
5032299,22,16,143121,1908,8945.0625
10947137,128,14,16511,1905,1179.357143
14737772,108,16,26870,1905,1679.375
17469608,33,13,56958,1905,4381.384615
14732773,167,12,22108,1902,1842.333333
14763672,134,16,30197,1902,1887.3125
14767307,32,18,8333,1902,462.9444444
18548136,28,11,91705,1902,8336.818182
7242140,25,13,32419,1902,2493.769231
8922403,24,10,20122,1900,2012.2
11426517,137,14,7937,1899,566.9285714
7662162,55,0,0,1899,0
14739531,50,7,19195,1899,2742.142857
18567389,37,10,52961,1899,5296.1
18605355,90,5,2124,1896,424.8
18579223,44,14,17978,1896,1284.142857
13637580,30,13,31263,1896,2404.846154
7662248,26,12,143612,1894,11967.66667
4827065,20,8,20418,1893,2552.25
18575905,90,5,19591,1890,3918.2
6005974,58,5,18051,1890,3610.2
4758222,49,9,4281,1890,475.6666667
17436802,41,12,45078,1890,3756.5
14761151,41,14,10003,1890,714.5
15315214,37,13,54800,1890,4215.384615
14754459,23,10,19839,1890,1983.9
13375646,35,1,3709,1887,3709
14783809,116,15,20534,1884,1368.933333
13649417,55,16,12774,1884,798.375
17443284,51,19,81599,1884,4294.684211
7657265,31,1,10943,1884,10943
14745184,114,13,13258,1881,1019.846154
14770705,77,15,56861,1881,3790.733333
13633436,62,8,16181,1881,2022.625
14739650,54,9,2260,1881,251.1111111
14764948,51,14,53342,1881,3810.142857
4505153,38,15,69202,1881,4613.466667
18599549,35,17,75296,1881,4429.176471
13376367,34,12,37503,1881,3125.25
14729715,31,14,48530,1881,3466.428571
14149797,23,0,0,1881,0
4557555,147,13,36587,1878,2814.384615
7661968,126,11,69469,1878,6315.363636
7662028,96,16,30550,1878,1909.375
17449747,95,14,33599,1878,2399.928571
13639464,46,0,0,1878,0
14756777,146,4,11515,1875,2878.75
14734462,107,11,103633,1875,9421.181818
14770439,23,4,2344,1875,586
18595981,22,2,2667,1875,1333.5
17452617,60,8,23236,1872,2904.5
15300447,35,0,0,1872,0
5453844,136,9,9664,1869,1073.777778
4759336,96,13,3574,1869,274.9230769
5031917,94,15,4214,1869,280.9333333
13653992,56,8,2540,1869,317.5
12383062,51,14,6517,1869,465.5
14736095,28,12,11374,1869,947.8333333
14728641,25,17,326585,1869,19210.88235
4826736,177,15,61683,1866,4112.2
7662274,166,8,17505,1866,2188.125
17465991,106,16,30220,1866,1888.75
14748513,86,6,25730,1866,4288.333333
16306500,75,11,52530,1866,4775.454545
5729812,50,11,75459,1866,6859.909091
15147252,34,14,11275,1866,805.3571429
16306588,31,6,50857,1866,8476.166667
17454823,29,13,36176,1866,2782.769231
7706507,28,6,27228,1866,4538
16161673,126,14,47224,1863,3373.142857
14758643,105,13,19446,1863,1495.846154
13124756,66,4,11407,1863,2851.75
14745291,54,11,2651,1863,241
16163343,24,8,36888,1863,4611
8922392,21,13,183524,1863,14117.23077
14783772,114,18,172995,1860,9610.833333
18574866,48,12,84153,1860,7012.75
17488934,47,12,5722,1860,476.8333333
18590473,32,16,15906,1860,994.125
14249338,31,9,22627,1860,2514.111111
4504215,30,13,44851,1860,3450.076923
4506473,27,10,38855,1860,3885.5
18592371,21,18,68091,1860,3782.833333
14110371,171,17,35534,1859,2090.235294
11426161,133,7,7196,1857,1028
17487703,114,18,3586,1857,199.2222222
14770187,90,7,26468,1857,3781.142857
13376062,63,14,83256,1857,5946.857143
15723376,49,13,61653,1857,4742.538462
9910562,30,4,1965,1857,491.25
18586683,28,20,56277,1857,2813.85
14771290,25,11,55810,1857,5073.636364
4506801,72,0,0,1854,0
18105058,56,22,21466,1854,975.7272727
17443303,49,13,48690,1854,3745.384615
5730021,21,0,0,1854,0
17435567,21,12,323964,1854,26997
13899350,48,13,20166,1853,1551.230769
17443681,90,15,27675,1851,1845
17472528,71,14,3397,1851,242.6428571
18544361,63,8,2300,1851,287.5
13376048,26,3,9421,1851,3140.333333
18577893,23,10,68753,1851,6875.3
16165796,181,14,7361,1848,525.7857143
18594954,116,9,33090,1848,3676.666667
14773251,59,15,46368,1848,3091.2
18591779,48,3,24326,1848,8108.666667
4503629,32,13,5414,1848,416.4615385
14149659,28,14,43283,1848,3091.642857
16176276,23,8,20273,1848,2534.125
7710129,20,8,8897,1848,1112.125
14149617,155,8,8260,1845,1032.5
5174717,91,12,5648,1845,470.6666667
14753875,67,3,2180,1845,726.6666667
13430848,65,7,5181,1845,740.1428571
14723826,41,12,21953,1845,1829.416667
4758908,54,12,76827,1844,6402.25
4757732,180,15,34287,1842,2285.8
14785420,139,16,41012,1842,2563.25
16445029,111,5,4818,1842,963.6
18588189,70,10,17152,1842,1715.2
18602237,32,15,21625,1842,1441.666667
4885323,25,1,16612,1842,16612
15298373,25,14,12721,1842,908.6428571
15318034,140,17,303375,1839,17845.58824
15306551,53,13,33069,1839,2543.769231
12730762,53,13,33067,1839,2543.615385
14720369,48,21,56691,1839,2699.571429
13647712,45,8,405287,1839,50660.875
18588683,40,16,48932,1839,3058.25
14725217,34,15,16981,1839,1132.066667
10863953,29,15,47767,1839,3184.466667
13376202,26,11,93299,1839,8481.727273
14758228,26,11,76844,1839,6985.818182
14748457,22,15,28658,1839,1910.533333
8922594,21,7,71394,1839,10199.14286
18587378,89,14,36873,1836,2633.785714
7662356,71,11,59670,1836,5424.545455
18603631,26,14,66396,1836,4742.571429
11441355,67,8,3956,1833,494.5
14763809,22,7,19541,1833,2791.571429
18594815,135,14,6688,1830,477.7142857
18568744,109,12,48664,1830,4055.333333
5031623,52,14,13761,1830,982.9285714
14787030,33,9,21204,1830,2356
18601084,87,15,48258,1827,3217.2
7662673,72,11,33581,1827,3052.818182
8922861,64,14,78230,1827,5587.857143
17435607,61,15,30679,1827,2045.266667
11545801,37,10,25643,1827,2564.3
18573850,158,11,11610,1824,1055.454545
17438051,73,14,178744,1824,12767.42857
17450361,53,14,3302,1824,235.8571429
17444604,41,0,0,1824,0
13376282,38,8,21530,1824,2691.25
13376011,37,15,1796,1824,119.7333333
13929443,29,13,5854,1824,450.3076923
18583351,147,4,3792,1821,948
18560098,64,11,37771,1821,3433.727273
18583745,47,9,31787,1821,3531.888889
18561099,46,4,33512,1821,8378
18573694,44,11,28613,1821,2601.181818
5803195,30,12,9280,1821,773.3333333
11545908,24,12,53398,1821,4449.833333
14725050,65,10,10080,1818,1008
15314773,33,11,14941,1818,1358.272727
18582141,29,17,89943,1818,5290.764706
18554167,26,2,556,1818,278
14732933,22,10,13995,1818,1399.5
5729920,70,13,228876,1815,17605.84615
18568895,65,12,294170,1815,24514.16667
17455717,51,15,188942,1815,12596.13333
4507297,85,18,70298,1812,3905.444444
4507673,57,12,43368,1812,3614
16163670,39,12,33955,1812,2829.583333
17450511,28,14,40849,1812,2917.785714
18557282,24,3,7213,1812,2404.333333
18544895,52,16,256085,1809,16005.3125
13653602,37,12,89615,1809,7467.916667
14771600,128,14,6652,1806,475.1428571
16418461,84,13,23641,1806,1818.538462
18575125,65,5,19577,1806,3915.4
14770417,53,14,22998,1806,1642.714286
13645244,47,0,0,1806,0
5922004,29,2,7778,1806,3889
17440987,24,14,51307,1806,3664.785714
13027608,22,2,3839,1806,1919.5
14726866,114,14,57625,1803,4116.071429
18583775,33,15,33557,1803,2237.133333
14769268,25,8,16522,1803,2065.25
14778104,36,11,23969,1800,2179
13376632,33,4,6323,1800,1580.75
13632671,21,13,19502,1800,1500.153846
18558658,110,16,21392,1797,1337
18580133,104,5,2829,1797,565.8
13638825,82,17,33214,1797,1953.764706
18570649,50,11,3470,1797,315.4545455
14781653,46,7,236495,1797,33785
17477606,28,13,20597,1797,1584.384615
14765560,133,17,22634,1794,1331.411765
18602364,109,14,12429,1794,887.7857143
14773794,92,18,35966,1794,1998.111111
13636682,90,11,24647,1794,2240.636364
4502503,35,10,29918,1794,2991.8
18598548,33,13,34623,1794,2663.307692
18557889,31,11,25089,1794,2280.818182
18595088,25,10,37591,1794,3759.1
14750499,25,15,348927,1794,23261.8
16157894,154,5,14202,1791,2840.4
13651628,71,15,23422,1791,1561.466667
18588159,56,11,12436,1791,1130.545455
17438846,36,6,252995,1791,42165.83333
17490088,35,13,213451,1791,16419.30769
7662488,102,14,17295,1788,1235.357143
11417949,43,15,89053,1788,5936.866667
18601153,22,12,12418,1788,1034.833333
14727934,66,7,89817,1785,12831
15295264,60,6,13714,1785,2285.666667
16933537,49,17,49713,1785,2924.294118
14747183,29,15,39536,1785,2635.733333
13640817,22,0,0,1785,0
14727956,146,18,56672,1782,3148.444444
5902128,127,18,8913,1782,495.1666667
17436256,84,17,9611,1782,565.3529412
18558047,68,3,11214,1782,3738
14780573,56,19,119735,1782,6301.842105
13631744,30,9,20241,1782,2249
4506271,22,13,19189,1782,1476.076923
4885193,21,7,40769,1782,5824.142857
14735511,75,9,8119,1779,902.1111111
15302083,21,16,119064,1779,7441.5
7706248,163,8,17221,1776,2152.625
14726554,130,12,10751,1776,895.9166667
18548647,115,9,12125,1776,1347.222222
17456697,93,7,7264,1776,1037.714286
13649858,86,15,7079,1776,471.9333333
4757948,69,15,22536,1776,1502.4
14780780,68,4,20540,1776,5135
14277690,30,12,34446,1776,2870.5
13627447,29,9,49744,1776,5527.111111
4557391,22,11,34791,1776,3162.818182
18554983,20,16,50794,1776,3174.625
17489621,81,5,19542,1773,3908.4
17449962,30,12,13739,1773,1144.916667
13375940,28,8,25149,1773,3143.625
18587627,27,7,5989,1773,855.5714286
18550556,185,3,1720,1770,573.3333333
16753203,122,10,44143,1770,4414.3
14744802,103,14,62831,1770,4487.928571
18575929,81,3,19974,1770,6658
18554113,73,11,187509,1770,17046.27273
14781326,58,0,0,1770,0
14726797,25,3,1864,1770,621.3333333
4502241,37,9,23818,1769,2646.444444
8922854,22,1,3222,1768,3222
7657455,157,14,13049,1767,932.0714286
18579959,107,9,21165,1767,2351.666667
17402909,106,8,22669,1767,2833.625
16164060,35,15,20848,1767,1389.866667
17738312,27,0,0,1767,0
17449030,22,13,123315,1767,9485.769231
16162157,20,15,116219,1767,7747.933333
13786123,24,11,173715,1766,15792.27273
14772586,108,12,36282,1764,3023.5
14769491,73,9,15074,1764,1674.888889
14760475,73,9,15075,1764,1675
7662338,41,19,52148,1764,2744.631579
14249386,33,6,121895,1764,20315.83333
17441089,22,11,314135,1764,28557.72727
14764265,21,4,64140,1764,16035
4506071,33,17,75111,1763,4418.294118
18545403,138,15,20072,1761,1338.133333
5454072,112,14,10277,1761,734.0714286
18548689,69,10,29883,1761,2988.3
7656853,56,10,51471,1761,5147.1
5031877,43,10,68096,1761,6809.6
16418425,32,9,7109,1761,789.8888889
15318095,21,11,23017,1761,2092.454545
16163385,91,11,140563,1758,12778.45455
13128980,78,10,2928,1758,292.8
14749361,67,15,25993,1758,1732.866667
14772019,40,12,76617,1758,6384.75
18570004,40,12,24749,1758,2062.416667
17445421,38,11,252941,1758,22994.63636
18584605,28,16,28669,1758,1791.8125
14772404,23,17,28482,1758,1675.411765
11423493,22,0,0,1758,0
11386191,132,14,18862,1755,1347.285714
7705375,97,1,5728,1755,5728
18588130,78,7,2369,1755,338.4285714
16168363,47,10,20062,1755,2006.2
4502373,40,10,103492,1755,10349.2
17486652,29,3,18383,1755,6127.666667
7656971,173,4,17482,1752,4370.5
16160301,163,11,4994,1752,454
15314651,101,13,5710,1752,439.2307692
14778724,85,15,21875,1752,1458.333333
14745963,70,9,89268,1752,9918.666667
18604560,56,12,46096,1752,3841.333333
4502233,25,15,29749,1752,1983.266667
14756851,162,16,10351,1749,646.9375
5729828,123,10,20540,1749,2054
12743205,70,14,26315,1749,1879.642857
4826834,59,9,7491,1749,832.3333333
17470981,59,13,70964,1749,5458.769231
4506885,51,1,245,1749,245
8922454,51,8,33934,1749,4241.75
6677945,34,7,45725,1749,6532.142857
14748841,29,12,20092,1749,1674.333333
17443750,26,10,232095,1749,23209.5
14733778,143,7,15411,1746,2201.571429
17457573,101,12,65371,1746,5447.583333
18558208,59,7,99349,1746,14192.71429
14722175,40,7,58238,1746,8319.714286
7706117,34,7,12595,1746,1799.285714
14249308,31,15,29622,1746,1974.8
18583895,105,11,39716,1743,3610.545455
10092597,77,13,9328,1743,717.5384615
14737988,32,6,40109,1743,6684.833333
14739722,32,11,38276,1743,3479.636364
4505121,89,6,6525,1742,1087.5
13637188,174,4,30104,1740,7526
4507361,62,15,68673,1740,4578.2
4557575,61,14,17515,1740,1251.071429
15147335,45,6,15397,1740,2566.166667
18568462,34,14,156026,1740,11144.71429
15300655,29,13,682976,1740,52536.61538
13386460,24,11,5342,1740,485.6363636
18576045,24,17,30571,1740,1798.294118
14772817,153,10,30109,1737,3010.9
14753209,135,19,73846,1737,3886.631579
18563837,38,8,29640,1737,3705
14728656,37,5,11228,1737,2245.6
14755912,21,10,34494,1737,3449.4
13629194,181,12,70337,1734,5861.416667
14741868,121,12,26034,1734,2169.5
17482630,100,12,6040,1734,503.3333333
14786262,99,11,49612,1734,4510.181818
4557493,79,12,16235,1734,1352.916667
11968041,40,9,29703,1734,3300.333333
18556429,40,12,11498,1734,958.1666667
11421119,34,14,60954,1734,4353.857143
5453830,26,15,45119,1734,3007.933333
